ProbeID,Lower_bound,Upper_bound,Phase_class,P_value
1420958_at,8,12,20,0.54
1420959_at,20,20,5,0.081
1420960_at,0,16,20,0.234
1420961_a_at,4,4,1,0.49
1420962_at,0,0,0,0.319
1420963_at,0,0,0,0.331
1420964_at,16,16,4,0.284
1420965_a_at,0,0,0,0.428
1420966_at,0,20,20,0.379
1420967_at,0,0,0,0.57
1420968_at,12,12,3,0.526
1420969_at,12,12,3,0.661
1420970_at,8,12,20,0.351
1420971_at,4,8,20,0.274
1420972_at,8,8,2,0.703
1420973_at,12,12,3,0.537
1420974_at,20,20,5,0.049
1420975_at,12,16,20,0.056
1420976_at,12,12,3,0.542
1420977_at,8,8,2,0.179
1420978_at,0,20,20,0.516
1420979_at,4,4,1,0.135
1420980_at,8,16,20,0.846
1420981_a_at,20,20,5,0.551
1420982_at,0,4,20,0.496
1420983_at,8,8,2,0.083
1420984_at,3.6,4,1,0.08
1420985_at,4,8,20,0.662
1420986_s_at,12,16,20,0.026
1420987_at,0,20,20,0.493
1420988_at,0,20,20,0.097
1420989_at,8,8,2,0.295
1420990_at,8,8,2,0.439
1420991_at,0,0,0,0.468
1420992_at,4,4,1,0.611
1420993_at,12,16,20,0.742
1420994_at,8,12,20,0.413
1420995_at,12,12,3,0.091
1420996_at,12,16,20,0.602
1420997_a_at,12,16,20,0.136
1420998_at,12,16,20,0.046
1420999_at,12,16,20,0.235
1421000_at,16,16,4,0.412
1421001_a_at,4,4,1,0.133
1421002_at,12,12,3,0.259
1421003_at,12,20,20,0.218
1421004_at,4,8,20,0.508
1421005_at,12,12,3,0.125
1421006_at,0,20,20,0.77
1421007_at,0,20,20,0.641
1421008_at,0,0,0,0.645
1421009_at,0,0,0,0.374
1421010_at,12,12,3,0.633
1421011_at,12,12,3,0.181
1421012_at,12,12,3,0.435
1421013_at,0,4,20,0.401
1421014_a_at,0,20,20,0.141
1421015_s_at,16,20,20,0.316
1421016_at,0,4,20,0.851
1421017_at,20,20,5,0.438
1421018_at,8,8,2,0.135
1421019_at,0,0,0,0.231
1421020_at,4,4,1,0.403
1421021_at,16,16,4,0.559
1421022_x_at,20,20,5,0.071
1421023_at,12,12,3,0.013
1421024_at,0,12,20,0.656
1421025_at,16,16,4,0.171
1421026_at,12,12,3,0.544
1421027_a_at,0,4,20,0.232
1421028_a_at,0,20,20,0.799
1421029_a_at,8,8,2,0.394
1421030_at,0,0,0,0.213
1421031_a_at,0,20,20,0.652
1421032_a_at,8,8,2,0.121
1421033_a_at,16,16,4,0.386
1421034_a_at,16,20,20,0.741
1421035_a_at,16,20,20,0.819
1421036_at,0,20,20,0.276
1421037_at,0,20,20,0.043
1421038_a_at,4,8,20,0.232
1421039_at,12,12,3,0.26
1421040_a_at,0,20,20,0.548
1421041_s_at,12,16,20,0.578
1421042_at,8,8,2,0.548
1421043_s_at,0,0,0,0.583
1421044_at,0,20,20,0.243
1421045_at,16,20,20,0.338
1421046_a_at,12,12,3,0.103
1421047_at,8,8.4,2,0.058
1421048_a_at,0,20,20,0.327
1421049_at,0,20,20,0.952
1421050_at,0,8,20,0.37
1421051_s_at,12,12,3,0.42
1421052_a_at,4,8,20,0.399
1421053_at,8,12,20,0.263
1421054_at,8,8,2,0.398
1421055_at,16,20,20,0.631
1421056_at,16,16,4,0.151
1421057_at,12,12,3,0.503
1421058_at,16,16,4,0.264
1421059_a_at,12,12,3,0.306
1421060_at,8,12,20,0.363
1421061_at,16,20,20,0.738
1421062_s_at,8,12,20,0.227
1421063_s_at,4,4,1,0.067
1421064_at,8,12,20,0.125
1421065_at,8,8,2,0.464
1421066_at,4,4,1,0.528
1421067_a_at,20,20,5,0.331
1421068_at,4,4,1,0.358
1421069_at,8,12,20,0.131
1421070_at,16,16,4,0.628
1421071_at,16,16,4,0.218
1421072_at,0,0,0,0.137
1421073_a_at,4,16,20,0.31
1421074_at,16,16,4,0.057
1421075_s_at,16,16,4,0.144
1421076_at,16,20,20,0.519
1421077_at,12,16,20,0.462
1421078_at,8,8,2,0.201
1421079_at,4,12,20,0.513
1421080_at,0,4,20,0.59
1421081_a_at,4,8,20,0.324
1421082_s_at,4,4,1,0.184
1421083_x_at,8,12,20,0.18
1421084_at,0,4,20,0.753
1421085_at,12,20,20,0.55
1421086_at,8,8,2,0.089
1421087_at,8,12,20,0.336
1421088_at,0,4,20,0.142
1421089_a_at,4,8,20,0.352
1421090_at,20,20,5,0.425
1421091_at,0,0,0,0.349
1421092_at,8,8,2,0.068
1421093_at,0,4,20,0.586
1421094_at,8,12,20,0.324
1421095_a_at,8,12,20,0.795
1421096_at,8,8,2,0.432
1421097_at,16,16,4,0.12
1421098_at,4,4,1,0.628
1421099_at,0,20,20,0.654
1421100_a_at,12,12,3,0.313
1421101_a_at,0,20,20,0.428
1421102_a_at,12,16,20,0.262
1421103_at,4,12.4,20,0.453
1421104_at,20,20,5,0.236
1421105_at,4,4,1,0.571
1421106_at,4,8,20,0.494
1421107_at,4,8,20,0.242
1421108_at,4,4,1,0.416
1421109_at,0,4,20,0.415
1421110_at,20,20,5,0.346
1421111_at,16,20,20,0.458
1421112_at,4,16,20,0.782
1421113_at,4,4,1,0.626
1421114_a_at,0,20,20,0.231
1421115_a_at,8,12,20,0.527
1421116_a_at,4,8,20,0.242
1421117_at,12,12,3,0.208
1421118_a_at,12,16,20,0.102
1421119_at,0,4,20,0.566
1421120_at,12,16,20,0.475
1421121_at,4,8,20,0.609
1421122_at,12,12,3,0.48
1421123_at,8,16,20,0.273
1421124_at,0,20,20,0.379
1421125_at,0,20,20,0.555
1421126_at,12,12,3,0.792
1421127_at,4,4,1,0.441
1421128_at,0,20,20,0.348
1421129_a_at,8,8,2,0.281
1421130_at,0,4,20,0.664
1421131_a_at,4,16,20,0.312
1421132_at,8,8,2,0.345
1421133_at,20,20,5,0.294
1421134_at,8,12,20,0.539
1421135_a_at,0,0,0,0.47
1421136_at,0,0,0,0.114
1421137_a_at,8,12,20,0.502
1421138_a_at,4,8,20,0.685
1421139_a_at,0,0,0,0.45
1421140_a_at,0,20,20,0.255
1421141_a_at,0,0,0,0.241
1421142_s_at,4,8,20,0.602
1421143_at,16,16,4,0.457
1421144_at,12,16,20,0.132
1421145_at,4,4,1,0.599
1421146_at,12,20,20,0.669
1421147_at,0,0,0,0.451
1421148_a_at,8,12,20,0.072
1421149_a_at,0,4,20,0.302
1421150_at,20,20,5,0.345
1421151_a_at,8,16,20,0.5
1421152_a_at,0,4,20,0.234
1421153_at,20,20,5,0.366
1421154_at,16,16,4,0.037
1421155_at,0,20,20,0.769
1421156_a_at,4,8,20,0.1
1421157_at,0,20,20,0.077
1421158_at,4,12,20,0.481
1421159_at,12,16,20,0.34
1421160_a_at,16,16,4,0.572
1421161_at,0,20,20,0.571
1421162_a_at,0,20,20,0.473
1421163_a_at,0,20,20,0.394
1421164_a_at,4,20,20,0.365
1421165_at,16,16,4,0.478
1421166_at,4,4,1,0.099
1421167_at,12,16,20,0.698
1421168_at,0,4,20,0.382
1421169_at,12,20,20,0.049
1421170_a_at,12,16,20,0.423
1421171_at,8,12,20,0.767
1421172_at,4,4,1,0.687
1421173_at,12,16,20,0.119
1421174_at,12,12,3,0.224
1421175_at,4,4,1,0.409
1421176_at,16,20,20,0.328
1421177_at,0,20,20,0.427
1421178_at,16,20,20,0.223
1421179_at,8,12,20,0.513
1421180_at,12,16,20,0.453
1421181_at,16,20,20,0.303
1421182_at,8,8,2,0.368
1421183_at,0,20,20,0.653
1421184_a_at,12,12,3,0.141
1421185_at,4,4,1,0.255
1421186_at,12,16,20,0.143
1421187_at,4,8,20,0.361
1421188_at,0,20,20,0.266
1421189_at,4,4,1,0.777
1421190_at,8,12,20,0.965
1421191_s_at,4,16,20,0.574
1421192_a_at,8,16,20,0.467
1421193_a_at,12,16,20,0.342
1421194_at,16,20,20,0.262
1421195_at,12,12,3,0.022
1421196_at,16,20,20,0.478
1421197_a_at,0,4,20,0.842
1421198_at,8,8,2,0.426
1421199_at,0,20,20,0.705
1421200_at,16,16,4,0.414
1421201_a_at,20,20,5,0.137
1421202_at,4,4,1,0.424
1421203_at,16,16,4,0.25
1421204_a_at,16,16,4,0.668
1421205_at,8,8,2,0.399
1421206_at,8,8,2,0.36
1421207_at,12,16,20,0.534
1421208_at,8,16,20,0.494
1421209_s_at,4,8,20,0.064
1421210_at,20,20,5,0.845
1421211_a_at,0,4,20,0.656
1421212_at,4,4,1,0.345
1421213_at,20,20,5,0.291
1421214_at,4,4,1,0.12
1421215_a_at,4,12,20,0.53
1421216_a_at,8,8,2,0.083
1421217_a_at,0,0,0,0.278
1421218_at,4,4,1,0.203
1421219_at,0,0,0,0.191
1421220_at,4,4,1,0.169
1421221_at,0,4,20,0.136
1421222_at,16,20,20,0.367
1421223_a_at,4,4,1,0.298
1421224_a_at,20,20,5,0.315
1421225_a_at,4,8,20,0.223
1421226_at,0,20,20,0.819
1421227_at,8,8,2,0.377
1421228_at,8,12,20,0.122
1421229_at,0,4,20,0.242
1421230_a_at,4,8,20,0.493
1421231_at,8,8,2,0.462
1421232_at,0,20,20,0.729
1421233_at,16,16,4,0.033
1421234_at,0,20,20,0.657
1421235_s_at,8,8,2,0.547
1421236_at,8,8,2,0.052
1421237_at,0,0,0,0.498
1421238_a_at,12,16,20,0.782
1421239_at,12,12,3,0.569
1421240_at,4,8,20,0.41
1421241_at,0,0,0,0.432
1421242_at,0,16,20,0.703
1421243_at,0,20,20,0.186
1421244_at,4,8,20,0.195
1421245_at,20,20,5,0.311
1421246_at,16,20,20,0.376
1421247_at,12,16,20,0.142
1421248_at,4,8,20,0.847
1421249_at,0,4,20,0.284
1421250_at,0,20,20,0.605
1421251_at,0,0,0,0.331
1421252_a_at,4,4,1,0.476
1421253_at,0,20,20,0.753
1421254_a_at,0,20,20,0.142
1421255_a_at,4,8,20,0.632
1421256_at,0,0,0,0.282
1421257_at,0,0,0,0.336
1421258_a_at,12,12,3,0.003
1421259_at,12,12,3,0.173
1421260_a_at,12,12,3,0.041
1421261_at,4,8,20,0.341
1421262_at,8,8,2,0.228
1421263_at,8,8,2,0.791
1421264_at,4,4,1,0.268
1421265_a_at,12,12,3,0.067
1421266_s_at,20,20,5,0.65
1421267_a_at,0,20,20,0.862
1421268_at,4,4,1,0.031
1421269_at,8,8,2,0.176
1421270_at,16,16,4,0.068
1421271_at,8,8,2,0.226
1421272_at,0,4,20,0.356
1421273_at,8,8,2,0.183
1421274_at,12,16,20,0.087
1421275_s_at,12,12,3,0.553
1421276_a_at,12,16,20,0.603
1421277_at,8,8,2,0.502
1421278_s_at,8,12,20,0.216
1421279_at,12,16,20,0.001
1421280_at,12,16,20,0.169
1421281_at,0,20,20,0.96
1421282_at,8,8,2,0.253
1421283_at,0,20,20,0.304
1421284_at,4,4,1,0.054
1421285_at,8,8,2,0.45
1421286_a_at,8,8,2,0.484
1421287_a_at,4,4,1,0.054
1421288_at,16,20,20,0.707
1421289_at,4,8,20,0.261
1421290_at,20,20,5,0.279
1421291_at,0,0,0,0.326
1421292_a_at,0,0,0,0.479
1421293_at,12,16,20,0.672
1421294_at,8,8,2,0.471
1421295_at,12,12,3,0.309
1421296_at,8,12,20,0.434
1421297_a_at,12,16,20,0.777
1421298_a_at,4,12,20,0.425
1421299_a_at,12,16,20,0.304
1421300_at,12,16,20,0.283
1421301_at,4,4,1,0.087
1421302_a_at,8,12,20,0.236
1421303_at,4,8,20,0.068
1421304_at,0,0,0,0.676
1421305_x_at,20,20,5,0.017
1421306_a_at,8,20,20,0.458
1421307_at,0,4,20,0.426
1421308_at,0,8,20,0.843
1421309_at,8,8,2,0.207
1421310_at,0,20,20,0.772
1421311_at,12,16,20,0.299
1421312_a_at,12,16,20,0.459
1421313_s_at,4,4,1,0.027
1421314_at,16,16,4,0.006
1421315_s_at,8,8,2,0.016
1421316_at,4,16,20,0.841
1421317_x_at,0,20,20,0.888
1421318_at,16,20,20,0.564
1421319_at,8,12,20,0.935
1421320_a_at,0,20,20,0.805
1421321_a_at,20,20,5,0.273
1421322_a_at,0,0,0,0.094
1421323_a_at,0,0,0,0.406
1421324_a_at,8,12,20,0.113
1421325_at,0,20,20,0.631
1421326_at,0,20,20,0.712
1421327_at,4,4,1,0.095
1421328_at,12,12,3,0.581
1421329_a_at,4,4,1,0.055
1421330_at,0,20,20,0.062
1421331_at,4,8,20,0.424
1421332_at,12,12,3,0.437
1421333_a_at,0,20,20,0.535
1421334_x_at,0,4,20,0.557
1421335_a_at,16,16,4,0.576
1421336_at,12,16,20,0.529
1421337_at,4,8,20,0.946
1421338_at,0,0,0,0.663
1421339_at,12,16,20,0.302
1421340_at,8,8,2,0.209
1421341_at,4,8,20,0.292
1421342_at,16,16,4,0.114
1421343_at,0,0,0,0.452
1421344_a_at,20,20,5,0.139
1421345_at,12,20,20,0.701
1421346_a_at,4,8,20,0.435
1421347_at,8,8,2,0.819
1421348_a_at,8,8,2,0.344
1421349_x_at,16,16,4,0.44
1421350_a_at,12,12,3,0.319
1421351_at,12,16,20,0.437
1421352_at,4,8,20,0.275
1421353_at,0,4,20,0.593
1421354_at,12,16,20,0.053
1421355_at,4,8,20,0.329
1421356_at,12,20,20,0.716
1421357_at,12,12,3,0.605
1421358_at,8,12,20,0.891
1421359_at,0,20,20,0.773
1421360_at,8,12,20,0.783
1421361_at,0,0,0,0.16
1421362_a_at,8,12,20,0.751
1421363_at,4,8,20,0.071
1421364_at,0,20,20,0.494
1421365_at,16,20,20,0.05
1421366_at,0,20,20,0.665
1421367_at,0,4,20,0.402
1421368_at,0,20,20,0.897
1421369_a_at,16,20,20,0.525
1421370_a_at,0,4,20,0.559
1421371_at,16,20,20,0.742
1421372_at,12,12,3,0.046
1421373_at,4,4,1,0.34
1421374_a_at,8,8,2,0.34
1421375_a_at,8,8,2,0.431
1421376_at,4,4,1,0.271
1421377_at,16,16,4,0.237
1421378_s_at,0,20,20,0.282
1421379_at,12,20,20,0.389
1421380_at,4,8,20,0.586
1421381_a_at,16,20,20,0.66
1421382_at,4,4,1,0.255
1421383_at,12,12,3,0.374
1421384_at,12,12,3,0.684
1421385_a_at,16,16,4,0.176
1421386_at,16,16,4,0.267
1421387_at,12,16,20,0.395
1421388_at,16,16,4,0.145
1421389_a_at,0,4,20,0.493
1421390_at,12,16,20,0.129
1421391_at,16,20,20,0.475
1421392_a_at,16,20,20,0.544
1421393_at,8,12,20,0.655
1421394_a_at,16,16,4,0.213
1421395_at,20,20,5,0.458
1421396_at,12,16,20,0.489
1421397_a_at,16,16,4,0.29
1421398_at,16,16,4,0.702
1421399_at,4,4,1,0.089
1421400_at,8,12,20,0.302
1421401_at,0,0,0,0.507
1421402_at,0,0,0,0.948
1421403_at,20,20,5,0.372
1421404_at,16,16,4,0.39
1421405_at,16,20,20,0.39
1421406_at,20,20,5,0.252
1421407_at,16,16,4,0.228
1421408_at,8,12,20,0.402
1421409_at,16,20,20,0.377
1421410_a_at,0,20,20,0.975
1421411_at,0,20,20,0.582
1421412_at,12,16,20,0.403
1421413_a_at,20,20,5,0.136
1421414_a_at,4,20,20,0.992
1421415_s_at,4,8,20,0.458
1421416_at,12,16,20,0.559
1421417_s_at,0,0,0,0.341
1421418_a_at,8,12,20,0.178
1421419_at,0,20,20,0.263
1421420_at,12,12,3,0.737
1421421_at,12,12,3,0.343
1421422_at,4,12,20,0.523
1421423_at,0,20,20,0.493
1421424_a_at,12,16,20,0.3
1421425_a_at,12,16,20,0.418
1421426_at,12,12,3,0.266
1421427_at,0,4,20,0.293
1421428_at,0,20,20,0.969
1421429_a_at,0,20,20,0.544
1421430_at,8,8,2,0.309
1421431_at,4,12,20,0.57
1421432_at,12,12,3,0.457
1421433_at,20,20,5,0.516
1421434_at,16,20,20,0.451
1421435_at,16,20,20,0.585
1421436_at,8,8.4,2,0.143
1421437_x_at,16,16,4,0.023
1421438_at,0,4,20,0.497
1421439_at,12,12,3,0.443
1421440_at,4,8,20,0.247
1421441_at,16,20,20,0.485
1421442_at,12,20,20,0.484
1421443_at,0,0,0,0.085
1421444_at,4,8,20,0.405
1421445_at,16,16,4,0.322
1421446_at,16,20,20,0.819
1421447_at,4,4,1,0.445
1421448_at,12,12,3,0.627
1421449_at,4,8,20,0.375
1421450_a_at,0,4,20,0.061
1421451_at,8,8,2,0.816
1421452_at,16,20,20,0.503
1421453_at,0,20,20,0.42
1421454_at,12,16,20,0.12
1421455_at,0,20,20,0.493
1421456_at,12,12,3,0.156
1421457_a_at,12,16,20,0.773
1421458_at,4,4,1,0.946
1421459_a_at,16,20,20,0.351
1421460_at,0,20,20,0.804
1421461_at,16,16,4,0.09
1421462_a_at,16,16,4,0.364
1421463_at,12,12,3,0.622
1421464_at,0,20,20,0.667
1421465_at,8,20,20,0.409
1421466_at,12,16,20,0.518
1421467_at,20,20,5,0.601
1421468_at,16,20,20,0.6
1421469_a_at,0,0,0,0.189
1421470_at,16,16,4,0.288
1421471_at,8,8,2,0.743
1421472_at,4,12,20,0.592
1421473_at,0,20,20,0.054
1421474_a_at,16,16,4,0.535
1421475_at,16,16,4,0.522
1421476_a_at,12,16,20,0.404
1421477_at,0,4,20,0.267
1421478_a_at,12,16,20,0.363
1421479_at,12,12,3,0.46
1421480_a_at,16,20,20,0.703
1421481_at,12,12,3,0.097
1421482_at,12,12,3,0.43
1421483_at,4,8,20,0.98
1421484_at,8,16,20,0.728
1421485_at,4,4,1,0.383
1421486_at,16,20,20,0.391
1421487_a_at,12,12,3,0.272
1421488_at,4,8,20,0.515
1421489_a_at,16,16,4,0.594
1421490_at,16,20,20,0.309
1421491_a_at,0,0,0,0.165
1421492_at,0,8,20,0.943
1421493_a_at,12,12,3,0.228
1421494_at,16,20,20,0.39
1421495_a_at,0,20,20,0.619
1421496_at,16,20,20,0.531
1421497_at,12,12,3,0.529
1421498_a_at,16,20,20,0.52
1421499_a_at,12,20,20,0.644
1421500_at,4,8,20,0.331
1421501_a_at,16,20,20,0.454
1421502_at,12,12,3,0.178
1421503_at,4,8,20,0.021
1421504_at,0,0,0,0.532
1421505_at,4,8,20,0.691
1421506_at,12,12,3,0.362
1421507_at,12,16,20,0.819
1421508_at,8,12,20,0.302
1421509_at,8,12,20,0.517
1421510_at,4,4,1,0.1
1421511_at,16,16,4,0.32
1421512_at,8,12,20,0.368
1421513_at,12,16,20,0.471
1421514_a_at,12,12,3,0.176
1421515_at,16,20,20,0.313
1421516_at,4,8,20,0.722
1421517_at,20,20,5,0.684
1421518_at,4,4,1,0.62
1421519_a_at,0,4,20,0.167
1421520_at,0,4,20,0.123
1421521_at,16,16,4,0.617
1421522_at,0,20,20,0.737
1421523_at,8,12,20,0.584
1421524_at,4,4,1,0.652
1421525_a_at,0,0,0,0.322
1421526_at,4,16,20,0.547
1421527_at,16,20,20,0.348
1421528_a_at,12,12,3,0.123
1421529_a_at,12,12,3,0.764
1421530_a_at,16,16,4,0.581
1421531_at,0,20,20,0.159
1421532_at,20,20,5,0.438
1421533_at,4,4,1,0.581
1421534_at,0,0,0,0.368
1421535_a_at,16,16,4,0.39
1421536_at,16,20,20,0.335
1421537_at,0,20,20,0.109
1421538_at,20,20,5,0.174
1421539_at,12,16,20,0.186
1421540_at,0,20,20,0.222
1421541_a_at,12,12,3,0.359
1421542_at,16,20,20,0.327
1421543_at,0,16,20,0.579
1421544_at,8,8,2,0.462
1421545_a_at,0,0,0,0.251
1421546_a_at,20,20,5,0.244
1421547_at,4,4,1,0.403
1421548_at,8,8,2,0.192
1421549_at,20,20,5,0.187
1421550_a_at,4,12,20,0.775
1421551_s_at,8,8,2,0.296
1421552_at,16,20,20,0.58
1421553_at,0,4,20,0.548
1421554_at,4,8,20,0.212
1421555_at,16,20,20,0.336
1421556_at,8,12,20,0.71
1421557_x_at,12,16,20,0.434
1421558_at,16,20,20,0.965
1421559_at,4,8,20,0.505
1421560_at,12,16,20,0.039
1421561_at,4,8,20,0.467
1421562_at,12,12,3,0.472
1421563_at,0,20,20,0.313
1421564_at,16,16,4,0.402
1421565_at,16,16,4,0.041
1421566_at,16,20,20,0.4
1421567_at,0,8,20,0.537
1421568_at,12,16,20,0.635
1421569_at,8,12,20,0.478
1421570_at,8,12,20,0.806
1421571_a_at,12,12,3,0.421
1421572_at,4,4,1,0.53
1421573_at,4,12,20,0.419
1421574_at,16,16,4,0.72
1421575_at,0,20,20,0.444
1421576_at,20,20,5,0.137
1421577_at,4,12,20,0.793
1421578_at,8,8,2,0.579
1421579_at,8,16,20,0.467
1421580_at,0,4,20,0.681
1421581_at,12,16,20,0.661
1421582_a_at,12,16,20,0.52
1421583_at,16,16,4,0.394
1421584_at,16,16,4,0.567
1421585_at,8,8,2,0.598
1421586_a_at,0,20,20,0.404
1421587_at,0,20,20,0.487
1421588_at,8,12,20,0.412
1421589_at,16,16,4,0.074
1421590_at,16,16,4,0.031
1421591_at,0,20,20,0.467
1421592_at,4,4,1,0.759
1421593_at,12,16,20,0.34
1421594_a_at,0,0,0,0.103
1421595_at,8,12,20,0.497
1421596_s_at,0,20,20,0.477
1421597_a_at,0,20,20,0.414
1421598_at,0,8,20,0.443
1421599_at,4,8,20,0.415
1421600_a_at,4,8,20,0.064
1421601_at,12,16,20,0.377
1421602_at,4,4,1,0.172
1421603_a_at,16,16,4,0.045
1421604_a_at,8,12,20,0.519
1421605_a_at,4,4,1,0.3
1421606_a_at,12,16,20,0.657
1421607_at,0,20,20,0.47
1421608_at,12,16,20,0.463
1421609_a_at,16,16,4,0.167
1421610_at,4,12,20,0.873
1421611_at,16,16,4,0.126
1421612_a_at,16,16,4,0.405
1421613_at,12,12,3,0.109
1421614_at,8,12,20,0.813
1421615_at,8,12,20,0.111
1421616_at,12,12,3,0.132
1421617_at,12,16,20,0.51
1421618_at,0,8,20,0.877
1421619_at,16,20,20,0.328
1421620_at,16,16,4,0.442
1421621_at,4,20,20,0.312
1421622_a_at,12,12,3,0.254
1421623_at,0,4,20,0.538
1421624_a_at,0,0,0,0.603
1421625_a_at,16,16,4,0.306
1421626_at,8,12,20,0.617
1421627_at,0,20,20,0.642
1421628_at,0,4,20,0.446
1421629_at,8,12,20,0.495
1421630_at,8,8,2,0.021
1421631_at,0,4,20,0.709
1421632_at,0,4,20,0.552
1421633_a_at,8,8,2,0.555
1421634_at,16,20,20,0.144
1421635_at,0,20,20,0.31
1421636_at,12,16,20,0.276
1421637_at,0,20,20,0.501
1421638_at,0,0,0,0.351
1421639_at,20,20,5,0.543
1421640_a_at,8,12,20,0.199
1421641_at,12,12,3,0.528
1421642_a_at,0,4.4,20,0.33
1421643_at,20,20,5,0.148
1421644_at,12,12,3,0.703
1421645_at,8,16,20,0.841
1421646_a_at,8,12,20,0.474
1421647_at,0,0,0,0.441
1421648_at,16,20,20,0.258
1421649_at,0,20,20,0.357
1421650_at,8,12,20,0.711
1421651_at,4,8,20,0.377
1421652_at,16,20,20,0.097
1421653_a_at,0,0,0,0.567
1421654_a_at,0,0,0,0.267
1421655_a_at,8,8,2,0.375
1421656_at,16,20,20,0.34
1421657_a_at,12,16,20,0.754
1421658_x_at,11.6,16,20,0.682
1421659_at,20,20,5,0.562
1421660_at,8,8,2,0.094
1421661_at,16,16,4,0.443
1421662_a_at,4,4,1,0.036
1421663_at,0,20,20,0.545
1421664_a_at,4,8,20,0.443
1421665_a_at,0,20,20,0.298
1421666_a_at,0,0,0,0.34
1421667_at,16,16,4,0.089
1421668_x_at,16,20,20,0.739
1421669_at,12,16,20,0.382
1421670_a_at,0,20,20,0.669
1421671_at,16,16,4,0.082
1421672_at,8,8,2,0.241
1421673_s_at,12,12,3,0.722
1421674_at,4,4,1,0.159
1421675_at,16,16,4,0.366
1421676_at,4,12,20,0.418
1421677_at,4,8,20,0.646
1421678_at,8,8,2,0.107
1421679_a_at,4,12,20,0.376
1421680_at,12,16,20,0.145
1421681_at,12,12,3,0.175
1421682_a_at,16,16,4,0.958
1421683_at,0,20,20,0.256
1421684_at,16,16,4,0.288
1421685_at,0,4,20,0.334
1421686_at,0,20,20,0.543
1421687_at,8,12,20,0.262
1421688_a_at,16,16,4,0.182
1421689_at,8,12,20,0.578
1421690_s_at,8,8,2,0.529
1421691_at,4,8,20,0.306
1421692_at,16,20,20,0.407
1421693_a_at,0,20,20,0.52
1421694_a_at,8,8,2,0.455
1421695_at,4,8,20,0.451
1421696_at,8,8,2,0.545
1421697_at,0,4,20,0.263
1421698_a_at,4,4,1,0.316
1421699_at,0,0,0,0.174
1421700_at,0,4,20,0.294
1421701_at,16,16,4,0.307
1421702_at,4,8,20,0.059
1421703_at,12,12,3,0.189
1421704_a_at,0,4,20,0.395
1421705_at,0,20,20,0.948
1421706_at,4,16,20,0.393
1421707_at,8,12,20,0.332
1421708_a_at,16,20,20,0.572
1421709_a_at,16,16,4,0.128
1421710_at,8,12,20,0.509
1421711_at,4,4,1,0.258
1421712_at,16,20,20,0.452
1421713_at,8,8,2,0.919
1421714_at,0,16,20,0.211
1421715_at,16,16,4,0.24
1421716_at,4,20,20,0.581
1421717_at,20,20,5,0.3
1421718_at,0,20,20,0.519
1421719_at,4,8,20,0.144
1421720_a_at,8,8,2,0.083
1421721_a_at,12,12,3,0.222
1421722_at,16,16,4,0.261
1421723_at,8,8.4,2,0.52
1421724_at,16,16,4,0.012
1421725_at,12,12,3,0.058
1421726_at,8,12,20,0.455
1421727_at,0,4,20,0.315
1421728_at,0,4,20,0.072
1421729_a_at,0,20,20,0.509
1421730_at,16,16,4,0.268
1421731_a_at,20,20,5,0.438
1421732_at,0,20,20,0.394
1421733_a_at,16,16,4,0.28
1421734_at,12,16,20,0.555
1421735_a_at,12,16,20,0.557
1421736_at,4,12,20,0.325
1421737_at,8,16,20,0.503
1421738_at,12,12,3,0.238
1421739_a_at,4,4,1,0.297
1421740_at,0,20,20,0.376
1421741_at,20,20,5,0.363
1421742_at,12,16,20,0.55
1421743_a_at,12,12,3,0.728
1421744_at,0,8,20,0.489
1421745_at,12,16,20,0.427
1421746_a_at,16,16,4,0.323
1421747_at,12,16,20,0.66
1421748_a_at,8,12,20,0.1
1421749_at,0,0,0,0.297
1421750_a_at,8,8,2,0.164
1421751_a_at,0,0,0,0.017
1421752_a_at,8,12,20,0.654
1421753_a_at,20,20,5,0.148
1421754_at,4,4,1,0.473
1421755_at,4,8,20,0.51
1421756_a_at,0,4,20,0.491
1421757_at,12,16,20,0.437
1421758_at,20,20,5,0.738
1421759_a_at,0,4,20,0.81
1421760_at,0,4,20,0.468
1421761_a_at,0,20,20,0.241
1421762_at,0,4,20,0.667
1421763_at,4,20,20,0.679
1421764_at,0,20,20,0.242
1421765_at,8,12,20,0.087
1421766_at,4,20,20,0.933
1421767_at,16,16,4,0.26
1421768_a_at,12,16,20,0.509
1421769_at,0,20,20,0.398
1421770_a_at,16,16,4,0.539
1421771_a_at,4,8,20,0.691
1421772_a_at,12,16,20,0.316
1421773_at,16,16,4,0.653
1421774_at,16,20,20,0.831
1421775_at,4,8,20,0.676
1421776_at,16,20,20,0.914
1421777_at,12,12,3,0.295
1421778_at,8,8,2,0.188
1421779_at,8,16,20,0.354
1421780_a_at,4,4,1,0.429
1421781_at,8,16,20,0.551
1421782_a_at,4,4,1,0.261
1421783_a_at,16,20,20,0.328
1421784_a_at,16,20,20,0.603
1421785_at,16,20,20,0.672
1421786_at,8,8,2,0.257
1421787_at,20,20,5,0.548
1421788_x_at,8,12,20,0.592
1421789_s_at,12,12,3,0.251
1421790_a_at,12,16,20,0.344
1421791_at,12,12,3,0.257
1421792_s_at,8,12,20,0.355
1421793_at,12,20,20,0.366
1421794_at,0,20,20,0.811
1421795_s_at,8,12,20,0.466
1421796_a_at,8,12,20,0.594
1421797_a_at,0,20,20,0.56
1421798_at,16,16,4,0.08
