ProbeID,Lower_bound,Upper_bound,Phase_class,P_value
1428679_s_at,20,20,5,0.533
1428684_at,8,12,20,0.051
1428689_at,12,16,20,0.297
1428690_at,16,20,20,0.218
1428697_at,8,8,2,0.342
1428698_at,8,12,20,0.288
1428699_at,8,8,2,0.297
1428701_at,16,16,4,0.253
1428706_at,4,4,1,0.004
1428707_at,16,16,4,0.414
1428708_x_at,12,16,20,0.34
1428709_a_at,12,16,20,0.186
1428710_at,16,20,20,0.733
1428714_at,8,12,20,0.649
1428722_at,0,20,20,0.685
1428728_at,4,8,20,0.762
1428736_at,4,8,20,0.714
1428737_s_at,8,12,20,0.702
1428740_a_at,16,20,20,0.494
1428741_at,8,16,20,0.555
1428742_at,8,8,2,0.214
1428745_a_at,4,8,20,0.432
1428751_at,4,4,1,0.662
1428752_at,4,12,20,0.769
1428753_a_at,12,12,3,0.586
1428760_at,8,16,20,0.903
1428761_a_at,0,4,20,0.322
1428762_at,4,4,1,0.073
1428766_at,12,12,3,0.155
1428772_at,12,12,3,0.119
1428776_at,20,20,5,0.668
1428780_at,12,12,3,0.218
1428781_at,4,4,1,0.648
1428782_a_at,20,20,5,0.339
1428784_at,4,4,1,0.313
1428786_at,12,12,3,0.008
1428787_at,4,8,20,0.76
1428788_at,16,16,4,0.317
1428789_at,4,4,1,0.416
1428790_at,12,16,20,0.732
1428794_at,16,16,4,0.319
1428797_at,0,16.4,20,0.624
1428798_s_at,16,16,4,0.466
1428803_at,0,0,0,0.413
1428810_at,0,4,20,0.588
1428816_a_at,8,12,20,0.663
1428819_at,12,16,20,0.829
1428820_at,4,8,20,0.816
1428823_at,12,16,20,0.242
1428835_at,0,4,20,0.269
1428838_a_at,16,20,20,0.083
1428842_a_at,4,4,1,0.466
1428843_at,8,8,2,0.035
1428844_a_at,4,4,1,0.343
1428845_at,4,4,1,0.061
1428847_a_at,0,4,20,0.732
1428848_a_at,0,4,20,0.528
1428849_at,8,12,20,0.523
1428850_x_at,12,12,3,0.361
1428853_at,12,12,3,0.56
1428855_at,16,20,20,0.208
1428856_at,8,8,2,0.54
1428862_at,16,16,4,0.136
1428868_a_at,4,4,1,0.019
1428869_at,12,12,3,0.36
1428870_at,12,16,20,0.406
1428871_at,0,0,0,0.088
1428872_at,0,0,0,0.478
1428873_a_at,0,16,20,0.991
1428874_at,4,12,20,0.584
1428875_at,8,12,20,0.594
1428878_a_at,12,12,3,0.032
1428879_at,4,16,20,0.722
1428880_at,4,12,20,0.761
1428881_at,12,16,20,0.19
1428882_at,4,8,20,0.339
1428888_at,16,20,20,0.505
1428891_at,0,0,0,0.189
1428895_at,0,0,0,0.403
1428904_at,8,12,20,0.462
1428905_at,20,20,5,0.292
1428907_at,12,16,20,0.471
1428908_at,12,12,3,0.077
1428917_at,4,4,1,0.467
1428920_at,0,0,0,0.335
1428922_at,0,20,20,0.737
1428929_s_at,8,12,20,0.314
1428931_a_at,20,20,5,0.457
1428935_at,16,20,20,0.247
1428942_at,8,8,2,0.008
1428943_at,16,20,20,0.191
1428954_at,8,12,20,0.506
1428955_x_at,20,20,5,0.08
1428961_a_at,8,12,20,0.489
1428966_at,4,8,20,0.229
1428982_at,0,0,0,0.284
1428983_at,16,20,20,0.577
1428988_at,8,12,20,0.026
1428995_at,0,0,0,0.566
1428997_at,0,20,20,0.721
1429002_at,12,12,3,0.162
1429003_at,12,12,3,0.251
1429005_at,16,16,4,0.193
1429014_at,4,4,1,0.82
1429015_at,4,4,1,0.369
1429016_at,8,12,20,0.485
1429033_at,8,12,20,0.715
1429035_at,0,20,20,0.54
1429038_at,8,8,2,0.049
1429039_s_at,16,16,4,0.453
1429040_at,8,12,20,0.368
1429041_at,0,0,0,0.144
1429043_at,12,16,20,0.78
1429052_at,8,8,2,0.022
1429054_at,8,8,2,0.609
1429061_at,0,4,20,0.379
1429062_at,0,20,20,0.979
1429063_s_at,16,16,4,0.203
1429076_a_at,12,16,20,0.56
1429077_x_at,16,20,20,0.404
1429078_a_at,16,20,20,0.44
1429080_at,12,12,3,0.194
1429086_at,4,8,20,0.298
1429090_at,12,12,3,0.135
1429103_at,8,8,2,0.013
1429104_at,4,8,20,0.061
1429108_at,0,20,20,0.161
1429109_at,12,12,3,0.183
1429110_a_at,4,8,20,0.122
1429115_at,12,20,20,0.428
1429117_at,0,0,0,0.174
1429122_a_at,4,4,1,0.001
1429124_s_at,0,4,20,0.459
1429126_at,4,8,20,0.357
1429128_x_at,16,16,4,0.539
1429137_at,20,20,5,0.455
1429139_at,8,12,20,0.458
1429144_at,8,8,2,0.038
1429150_at,16,20,20,0.645
1429159_at,20,20,5,0.313
1429168_at,0,20,20,0.618
1429170_a_at,16,20,20,0.328
1429171_a_at,0,20,20,0.656
1429172_a_at,0,20,20,0.46
1429173_at,8,12,20,0.36
1429177_x_at,0,20,20,0.495
1429183_at,0,0,0,0.134
1429186_a_at,8,16,20,0.96
1429193_at,12,12,3,0.165
1429198_at,0,20,20,0.493
1429199_s_at,4,8,20,0.445
1429200_at,4,4,1,0.535
1429207_at,12,12,3,0.039
1429208_at,12,16,20,0.388
1429212_a_at,12,16,20,0.525
1429219_at,4,4,1,0.6
1429220_at,20,20,5,0.515
1429221_at,16,20,20,0.093
1429222_at,20,20,5,0.196
1429227_x_at,12,12,3,0.801
1429238_a_at,12,16,20,0.271
1429239_a_at,8,8,2,0.433
1429240_at,4,8,20,0.355
1429244_at,20,20,5,0.103
1429246_a_at,0,20,20,0.697
1429247_at,12,16,20,0.311
1429252_at,0,4,20,0.425
1429253_at,0,20,20,0.971
1429265_a_at,8,8,2,0.196
1429270_a_at,16,16,4,0.465
1429280_at,8,20,20,0.856
1429287_a_at,8,8,2,0.595
1429288_x_at,0,20,20,0.531
1429291_at,0,0,0,0.058
1429292_a_at,16,20,20,0.351
1429294_at,16,20,20,0.678
1429295_s_at,0,4,20,0.864
1429296_at,4,8,20,0.333
1429301_at,4,8,20,0.35
1429302_at,16,20,20,0.087
1429303_at,12,20,20,0.831
1429317_at,0,20,20,0.456
1429318_a_at,4,8,20,0.17
1429319_at,8,16,20,0.338
1429321_at,0,20,20,0.72
1429328_at,0,4,20,0.642
1429339_a_at,8,8,2,0.416
1429347_at,16,20,20,0.374
1429349_at,0,20,20,0.376
1429352_at,0,0,0,0.475
1429356_s_at,8,12,20,0.483
1429359_s_at,0,0,0,0.017
1429360_at,12,12,3,0.707
1429367_at,8,8,2,0.055
1429369_at,16,16,4,0.237
1429370_a_at,0,0,0,0.419
1429379_at,12,12,3,0.163
1429381_x_at,12,16,20,0.401
1429382_at,0,20,20,0.651
1429388_at,0,20,20,0.383
1429400_at,0,20,20,0.33
1429410_at,4,4,1,0.167
1429411_a_at,16,20,20,0.582
1429412_at,16,16,4,0.748
1429427_s_at,16,16,4,0.665
1429428_at,0,20,20,0.431
1429439_at,20,20,5,0.374
1429451_at,8,12,20,0.508
1429453_a_at,8,8,2,0.266
1429456_a_at,8,8,2,0.403
1429457_at,4,8,20,0.36
1429473_at,0,4,20,0.731
1429474_at,16,16,4,0.205
1429483_at,20,20,5,0.074
1429485_a_at,0,4,20,0.169
1429490_at,0,20,20,0.338
1429491_s_at,4,4,1,0.088
1429492_x_at,4,4,1,0.385
1429497_s_at,0,4,20,0.603
1429514_at,4,8,20,0.17
1429527_a_at,16,20,20,0.252
1429528_at,8,8,2,0.264
1429530_a_at,8,12,20,0.744
1429531_at,16,16,4,0.038
1429533_at,20,20,5,0.303
1429534_a_at,8,8,2,0.342
1429536_at,4,16,20,0.978
1429541_at,16,20,20,0.047
1429553_at,16,16,4,0.24
1429554_at,16,16,4,0.427
1429555_at,12,12,3,0.822
1429558_a_at,0,4,20,0.574
1429560_at,4,4,1,0.25
1429562_at,16,16,4,0.614
1429563_x_at,4,4,1,0.265
1429566_a_at,16,16,4,0.332
1429568_x_at,16,16,4,0.117
1429569_a_at,4,4,1,0.767
1429574_at,4,4,1,0.1
1429581_at,0,4,20,0.213
1429582_at,4,8,20,0.626
1429583_at,12,12,3,0.179
1429584_at,0,4,20,0.544
1429585_s_at,4,4,1,0.587
1429597_at,12,12,3,0.392
1429615_at,8,8,2,0.395
1429616_at,12,12,3,0.441
1429619_a_at,16,20,20,0.442
1429620_at,20,20,5,0.239
1429623_at,4,4,1,0.321
1429626_at,8,12,20,0.832
1429632_at,0,20,20,0.843
1429638_at,4,4,1,0.207
1429643_a_at,4,8,20,0.561
1429650_at,16,16,4,0.283
1429654_at,8,12,20,0.527
1429655_at,4,8,20,0.351
1429681_a_at,12,12,3,0.147
1429692_s_at,4,8,20,0.189
1429707_at,8,8,2,0.427
1429708_at,16,16,4,0.515
1429709_at,4,4,1,0.248
1429710_at,4,4,1,0.11
1429711_at,4,4,1,0.308
1429715_at,0,8,20,0.451
1429721_s_at,8,8,2,0.258
1429723_at,20,20,5,0.362
1429730_at,4,4,1,0.129
1429739_a_at,12,16,20,0.383
1429745_at,8,12,20,0.461
1429748_at,20,20,5,0.534
1429752_x_at,16,16,4,0.399
1429758_at,16,16,4,0.279
1429761_at,8,12,20,0.664
1429763_at,16,16,4,0.467
1429768_at,0,4,20,0.708
1429775_a_at,12,12,3,0.175
1429776_a_at,12,12,3,0.328
1429777_at,0,20,20,0.461
1429782_at,8,8,2,0.416
1429783_at,12,16,20,0.277
1429786_a_at,0,4,20,0.334
1429787_x_at,16,20,20,0.157
1429794_a_at,8,8,2,0.816
1429800_at,8,12,20,0.18
1429806_at,20,20,5,0.181
1429819_at,8,8,2,0.352
1429830_a_at,20,20,5,0.423
1429832_at,4,8,20,0.697
1429835_at,8,8,2,0.571
1429839_a_at,12,12,3,0.105
1429845_at,0,20,20,0.613
1429848_at,8,16,20,0.473
1429850_x_at,0,20,20,0.587
1429859_a_at,4,4,1,0.344
1429866_at,0,20,20,0.613
1429878_a_at,16,16,4,0.078
1429884_at,8,8,2,0.369
1429888_a_at,4,8,20,0.597
1429894_a_at,0,20,20,0.313
1429897_a_at,4,8,20,0.407
1429907_at,4,8,20,0.84
1429908_at,12,16,20,0.799
1429921_at,16,20,20,0.612
1429939_at,0,20,20,0.27
1429947_a_at,0,4,20,0.64
1429948_x_at,8,8,2,0.421
1429956_at,4,8,20,0.646
1429962_at,4,4,1,0.457
1429976_at,8,8,2,0.328
1429979_a_at,0,20,20,0.702
1429980_x_at,0,20,20,0.779
1429981_a_at,20,20,5,0.765
1429982_at,16,20,20,0.192
1429994_s_at,0,20,20,0.473
1429999_at,0,20,20,0.418
1430005_a_at,4,4,1,0.668
1430007_a_at,12,12,3,0.15
1430018_at,16,16,4,0.692
1430019_a_at,4,4,1,0.13
1430020_x_at,4,4,1,0.231
1430021_a_at,16,16,4,0.169
1430022_at,12,20,20,0.524
1430025_at,0,0,0,0.347
1430029_a_at,0,20,20,0.12
1430032_at,16,20,20,0.357
1430045_at,20,20,5,0.5
1430053_a_at,20,20,5,0.167
1430078_a_at,0,4,20,0.469
1430092_at,16,16,4,0.437
1430111_a_at,20,20,5,0.263
1430117_a_at,0,4,20,0.448
1430123_a_at,16,16,4,0.182
1430124_x_at,16,16,4,0.169
1430125_s_at,0,20,20,0.172
1430127_a_at,4,8,20,0.382
1430128_a_at,16,16,4,0.226
1430147_a_at,8,8,2,0.758
1430153_at,12,12,3,0.551
1430164_a_at,12,16,20,0.186
1430167_a_at,0,20,20,0.361
1430171_at,0,0,0,0.637
1430172_a_at,0,4,20,0.637
1430173_x_at,0,0,0,0.093
1430195_at,16,16,4,0.297
1430197_a_at,4,8,20,0.062
1430205_a_at,12,12,3,0.012
1430219_at,8,12,20,0.343
1430231_a_at,0,4,20,0.615
1430233_a_at,16,20,20,0.6
1430240_a_at,12,16,20,0.77
1430259_at,4,4,1,0.343
1430265_at,0,4,20,0.431
1430271_x_at,8,12,20,0.236
1430274_a_at,0,4,20,0.615
1430275_a_at,8,16,20,0.719
1430278_a_at,4,4,1,0.025
1430283_s_at,0,20,20,0.795
1430289_a_at,8,12,20,0.511
1430290_at,20,20,5,0.182
1430291_at,16,20,20,0.172
1430292_a_at,0,4,20,0.371
1430293_a_at,12,12,3,0.757
1430295_at,8,8,2,0.545
1430297_a_at,0,0,0,0.109
1430306_a_at,8,12,20,0.348
1430307_a_at,12,12,3,0.104
1430320_at,8,8,2,0.283
1430326_s_at,8,8,2,0.468
1430332_a_at,16,16,4,0.42
1430335_a_at,12,12,3,0.157
1430354_x_at,8,12,20,0.416
1430355_a_at,0,0,0,0.783
1430371_x_at,12,16,20,0.706
1430375_a_at,12,12,3,0.257
1430385_a_at,16,20,20,0.309
1430388_a_at,8,12,20,0.4
1430391_a_at,4,8,20,0.332
1430394_a_at,12,16,20,0.338
1430406_at,0,20,20,0.497
1430417_s_at,12,12,3,0.265
1430419_at,20,20,5,0.068
1430421_a_at,12,16,20,0.519
1430427_a_at,0,4,20,0.802
1430437_a_at,8,12,20,0.459
1430443_at,0,20,20,0.785
1430447_a_at,16,16,4,0.662
1430453_a_at,16,20,20,0.346
1430454_x_at,4,4,1,0.446
1430457_at,4,8,20,0.773
1430463_a_at,12,16,20,0.189
1430474_a_at,0,20,20,0.353
1430483_a_at,16,20,20,0.691
1430486_at,16,16,4,0.591
1430487_at,0,4,20,0.537
1430492_at,0,0,0,0.227
1430500_s_at,4,8,20,0.343
1430509_at,4,8,20,0.993
1430512_a_at,16,20,20,0.804
1430514_a_at,16,20,20,0.696
1430519_a_at,0,20,20,0.274
1430522_a_at,0,0,0,0.272
1430523_s_at,8,8,2,0.552
1430526_a_at,12,12,3,0.212
1430527_a_at,0,4,20,0.375
1430533_a_at,4,4,1,0.007
1430536_a_at,16,16,4,0.567
1430542_a_at,12,12,3,0.112
1430545_at,20,20,5,0.644
1430549_at,12,12,3,0.434
1430559_at,0,4,20,0.495
1430562_at,0,0,0,0.634
1430571_s_at,16,16,4,0.435
1430573_s_at,0,20,20,0.458
1430575_a_at,0,4,20,0.167
1430576_at,16,16,4,0.499
1430586_at,4,8,20,0.563
1430598_at,12,12,3,0.521
1430599_at,0,20,20,0.369
1430604_a_at,12,12,3,0.582
1430610_at,12,12,3,0.497
1430619_a_at,0,4,20,0.084
1430634_a_at,20,20,5,0.163
1430643_at,4,4,1,0.435
1430656_a_at,4,4,1,0.552
1430661_at,16,20,20,0.653
1430668_a_at,8,8,2,0.136
1430671_a_at,20,20,5,0.342
1430676_at,16,16,4,0.31
1430681_at,8,8,2,0.385
1430692_a_at,20,20,5,0.256
1430694_at,12,16,20,0.937
1430698_a_at,4,16,20,0.695
1430700_a_at,12,12,3,0.431
1430701_a_at,16,16,4,0.343
1430708_a_at,12,20,20,0.552
1430713_s_at,16,20,20,0.249
1430718_s_at,4,8,20,0.459
1430727_at,16,20,20,0.36
1430734_at,16,16,4,0.655
1430749_at,4,8,20,0.637
1430769_s_at,12,16,20,0.384
1430771_a_at,0,20,20,0.335
1430772_at,20,20,5,0.109
1430773_a_at,12,12,3,0.632
1430776_s_at,8,8,2,0.801
1430777_a_at,16,20,20,0.223
1430778_a_at,4,8,20,0.365
1430780_a_at,0,20,20,0.618
1430798_x_at,4,4,1,0.035
1430805_s_at,0,20,20,0.945
1430811_a_at,20,20,5,0.579
1430818_at,12,20,20,0.183
1430820_a_at,0,4,20,0.817
1430824_at,16,20,20,0.663
1430826_s_at,4,4,1,0.395
1430827_a_at,4,4,1,0.318
1430829_s_at,16,16.4,4,0.433
1430837_a_at,12,16,20,0.579
1430838_x_at,4,4,1,0.542
1430845_at,16,16,4,0.54
1430848_a_at,16,16,4,0.621
1430853_a_at,0,0,0,0.851
1430869_a_at,0,4,20,0.416
1430875_a_at,12,12,3,0.42
1430889_a_at,12,12,3,0.303
1430891_at,8,12,20,0.863
1430899_at,4,4,1,0.455
1430902_at,16,20,20,0.313
1430912_a_at,4,4,1,0.246
1430956_at,12,12,3,0.818
1430962_at,12,16,20,0.122
1430970_a_at,8,8,2,0.133
1430971_a_at,0,4,20,0.273
1430972_x_at,20,20,5,0.627
1430976_a_at,4,8,20,0.491
1430978_at,8,8,2,0.091
1430979_a_at,16,16,4,0.225
1430980_a_at,12,12,3,0.102
1430982_at,0,20,20,0.428
1430983_at,12,12,3,0.243
1430986_at,8,8,2,0.547
1430989_a_at,12,12,3,0.346
1430993_at,16,20,20,0.262
1430994_at,0,12,20,0.642
1430998_at,4,8,20,0.631
1430999_a_at,16,16,4,0.467
1431003_a_at,0,0,0,0.445
1431006_at,8,12,20,0.475
1431008_at,20,20,5,0.762
1431010_a_at,16,16,4,0.12
1431011_at,12,20,20,0.432
1431012_a_at,8,12,20,0.018
1431013_at,16,20,20,0.768
1431017_at,0,20,20,0.005
1431020_a_at,4,4,1,0.527
1431022_at,12,12,3,0.135
1431024_a_at,4,4,1,0.417
1431028_a_at,4,8,20,0.188
1431030_a_at,12,16,20,0.936
1431031_at,4,4,1,0.294
1431032_at,8,8,2,0.026
1431033_x_at,8,8,2,0.614
1431036_a_at,0,20,20,0.695
1431037_a_at,0,0,0,0.211
1431040_at,12,16,20,0.423
1431048_at,0,0,0,0.225
1431055_a_at,12,12,3,0.296
1431056_a_at,0,0,0,0.264
1431057_a_at,12,12,3,0.645
1431058_at,4,4,1,0.706
1431059_x_at,8,8,2,0.223
1431062_a_at,4,12,20,0.417
1431070_a_at,16,16,4,0.601
1431072_a_at,0,20,20,0.126
1431074_a_at,16,20,20,0.267
1431075_a_at,16,20,20,0.225
1431078_at,0,0,0,0.261
1431081_a_at,12,16,20,0.143
1431082_a_at,0,20,20,0.73
1431085_a_at,12,12,3,0.181
1431086_s_at,0,4,20,0.313
1431092_at,12,16,20,0.613
1431099_at,12,16,20,0.341
1431105_a_at,16,20,20,0.444
1431107_at,8,8,2,0.261
1431117_x_at,4,8,20,0.767
1431119_at,16,16,4,0.153
1431124_at,4,4,1,0.355
1431125_a_at,4,4,1,0.072
1431132_x_at,16,16,4,0.357
1431135_at,12,16,20,0.11
1431145_a_at,4,8,20,0.937
1431162_a_at,4,16,20,0.721
1431164_at,20,20,5,0.405
1431166_at,12,12,3,0.325
1431170_at,0,0,0,0.716
1431177_a_at,16,16,4,0.662
1431181_a_at,12,16,20,0.772
1431182_at,8,12,20,0.204
1431188_a_at,0,0,0,0.328
1431191_a_at,4,4,1,0.107
1431203_at,4,16,20,0.703
1431208_a_at,4,8,20,0.398
1431210_at,0,20,20,0.694
1431213_a_at,4,4,1,0.187
1431214_at,8,12,20,0.619
1431219_at,20,20,5,0.384
1431226_a_at,0,20,20,0.782
1431227_at,4,8,20,0.265
1431231_at,16,16,4,0.236
1431232_a_at,4,8,20,0.753
1431238_at,16,20,20,0.225
1431239_at,16,16,4,0.683
1431240_at,4,8,20,0.884
1431241_at,0,0,0,0.279
1431262_at,0,0,0,0.058
1431270_a_at,4,8,20,0.364
1431274_a_at,16,16,4,0.115
1431280_at,4,4,1,0.484
1431282_at,4,12,20,0.689
1431284_a_at,16,20,20,0.324
1431287_at,12,12,3,0.186
1431292_a_at,8,8,2,0.343
1431293_a_at,12,12,3,0.513
1431295_a_at,16,20,20,0.721
1431299_a_at,0,0,0,0.257
1431301_at,0,4,20,0.282
1431302_a_at,8,12,20,0.049
1431304_a_at,4,4,1,0.052
1431314_a_at,4,4,1,0.563
1431320_a_at,12,16,20,0.353
1431326_a_at,16,16,4,0.333
1431328_at,16,20,20,0.157
1431330_at,8,16,20,0.48
1431331_at,4,4,1,0.492
1431332_a_at,4,12,20,0.398
1431335_a_at,20,20,5,0.222
1431336_at,16,20,20,0.484
1431337_a_at,8,16,20,0.921
1431339_a_at,12,12,3,0.031
1431345_a_at,4,4,1,0.25
1431349_at,16,20,20,0.591
1431350_at,16,20,20,0.671
1431354_a_at,8,12,20,0.012
1431357_a_at,12,16,20,0.432
1431359_a_at,8,12,20,0.184
1431362_a_at,4,8,20,0.738
1431363_at,4,8,20,0.592
1431373_at,12,12,3,0.384
1431375_s_at,8,12,20,0.461
1431379_a_at,0,0,0,0.088
1431382_a_at,16,16,4,0.565
1431385_a_at,0,0,0,0.012
1431386_s_at,8,12,20,0.629
1431388_at,0,20,20,0.125
1431390_a_at,4,4,1,0.183
1431394_a_at,0,4,20,0.541
1431395_a_at,16,20,20,0.567
1431396_at,16,20,20,0.283
1431400_a_at,12,12,3,0.323
1431405_a_at,4,4,1,0.71
1431411_a_at,4,12,20,0.894
1431415_a_at,4,8,20,0.492
1431416_a_at,4,8,20,0.225
1431417_at,0,20,20,0.58
1431419_at,12,16,20,0.631
1431420_s_at,8,8,2,0.155
1431421_x_at,20,20,5,0.369
1431422_a_at,20,20,5,0.357
1431423_a_at,0,20,20,0.318
1431428_a_at,8,8,2,0.835
1431429_a_at,20,20,5,0.221
1431431_a_at,4,8,20,0.574
1431434_at,0,20,20,0.201
1431435_at,0,20,20,0.716
1431442_at,16,20,20,0.413
1431464_a_at,12,12,3,0.572
1431469_a_at,0,4,20,0.141
1431475_a_at,12,12,3,0.384
1431487_at,8,12,20,0.591
1431505_at,12,16,20,0.473
1431506_s_at,4,4,1,0.231
1431507_a_at,4,8,20,0.091
1431527_at,0,20,20,0.642
1431530_a_at,16,16,4,0.314
1431539_at,0,20,20,0.881
1431541_at,8,8,2,0.25
1431542_at,4,12,20,0.578
1431549_at,12,20,20,0.429
1431553_at,0,20,20,0.554
1431554_a_at,20,20,5,0.419
1431569_a_at,0,4,20,0.462
1431575_at,12,16,20,0.7
1431591_s_at,4,4,1,0.333
1431592_a_at,8,8,2,0.36
1431593_a_at,0,0,0,0.595
1431594_at,12,16,20,0.489
1431597_a_at,4,4,1,0.475
1431598_a_at,12,16,20,0.227
1431602_a_at,0,4,20,0.078
1431604_a_at,0,20,20,0.349
1431606_a_at,4,8,20,0.356
1431609_a_at,16,16,4,0.387
1431611_a_at,16,16,4,0.541
1431613_a_at,4,8,20,0.472
1431619_a_at,4,4,1,0.214
1431624_a_at,0,20,20,0.202
1431630_a_at,12,16,20,0.827
1431644_a_at,12,20,20,0.646
1431645_a_at,8,8,2,0.344
1431646_a_at,0,4,20,0.257
1431653_at,0,4,20,0.491
1431655_a_at,4,4,1,0.327
1431663_a_at,16,16,4,0.234
1431665_a_at,0,4,20,0.628
1431668_at,0,8,20,0.309
1431675_a_at,0,20,20,0.707
1431676_x_at,16,16,4,0.037
1431680_a_at,4,4,1,0.19
1431686_a_at,20,20,5,0.375
1431687_at,12,12,3,0.228
1431691_a_at,12,16,20,0.421
1431692_a_at,8,12,20,0.665
1431693_a_at,20,20,5,0.326
1431694_a_at,16,16,4,0.116
1431697_at,8,16,20,0.756
1431700_at,8,12,20,0.229
1431701_a_at,8,16,20,0.259
1431702_at,4,16,20,0.653
1431704_a_at,4,8,20,0.434
1431705_a_at,8,12,20,0.342
1431706_at,12,16,20,0.562
1431707_a_at,12,20,20,0.501
1431711_a_at,0,20,20,0.482
1431712_a_at,12,16,20,0.317
1431715_a_at,0,4,20,0.087
1431716_at,12,16,20,0.481
1431719_a_at,8,12,20,0.959
1431721_a_at,8,8,2,0.246
1431722_a_at,16,20,20,0.079
1431724_a_at,8,12,20,0.682
1431725_at,0,4,20,0.329
1431726_a_at,0,4,20,0.149
1431731_at,16,20,20,0.331
1431734_a_at,12,16,20,0.166
1431737_at,4,20,20,0.907
1431739_at,16,20,20,0.802
1431740_at,4,4,1,0.347
1431741_a_at,0,20,20,0.243
1431743_a_at,8,12,20,0.447
1431744_a_at,4,8,20,0.408
1431745_a_at,20,20,5,0.169
1431746_a_at,0,0,0,0.376
1431748_a_at,4,4,1,0.456
1431749_a_at,0,0,0,0.447
1431750_at,12,16,20,0.574
1431752_a_at,8,8,2,0.198
1431753_x_at,16,20,20,0.496
1431760_a_at,8,12,20,0.21
1431761_at,12,12,3,0.531
1431762_at,0,12,20,0.886
1431763_a_at,12,12,3,0.543
1431765_a_at,16,16,4,0.515
1431766_x_at,12,16,20,0.434
1431768_a_at,8,16,20,0.519
1431771_a_at,12,16,20,0.455
1431772_a_at,8,12,20,0.758
1431773_at,8,8,2,0.377
1431774_a_at,16,20,20,0.706
1431777_a_at,16,20,20,0.211
1431781_at,20,20,5,0.117
1431782_s_at,0,4,20,0.308
1431784_a_at,8,12,20,0.54
1431791_a_at,16,16,4,0.754
1431792_a_at,0,20,20,0.717
1431795_a_at,12,16,20,0.686
1431800_at,20,20,5,0.363
1431803_at,4,4,1,0.379
1431804_a_at,20,20,5,0.817
1431805_a_at,0,0,0,0.084
1431808_a_at,0,20,20,0.267
1431810_a_at,4,8,20,0.339
1431812_a_at,12,12,3,0.201
1431815_a_at,4,4,1,0.538
1431816_at,0,0,0,0.02
1431821_a_at,0,4,20,0.091
1431822_a_at,8,8,2,0.19
1431824_at,0,0,0,0.158
1431827_a_at,4,8,20,0.225
1431828_a_at,20,20,5,0.419
1431829_a_at,0,20,20,0.334
1431830_at,20,20,5,0.18
1431832_x_at,8,8,2,0.207
1431833_a_at,4,4,1,0.161
1431834_a_at,8,12,20,0.375
1431843_a_at,20,20,5,0.1
1431844_at,12,12,3,0.808
1431848_at,12,16,20,0.844
1431856_a_at,16,16,4,0.468
1431857_at,0,20,20,0.217
1431861_a_at,0,20,20,0.435
1431862_x_at,0,20,20,0.919
1431868_at,8,8,2,0.634
1431875_a_at,20,20,5,0.425
1431877_a_at,0,20,20,0.609
1431878_at,8,12,20,0.401
1431885_a_at,4,8,20,0.346
1431886_at,8,12,20,0.591
1431890_a_at,16,20,20,0.565
1431893_a_at,12,16,20,0.113
1431900_a_at,12,12,3,0.106
1431901_a_at,4,8,20,0.277
1431913_a_at,16,16,4,0.33
1431914_at,12,16,20,0.385
1431917_at,12,16,20,0.414
1431920_a_at,12,12,3,0.244
1431921_a_at,4,8,20,0.674
1431926_a_at,8,8,2,0.175
1431929_a_at,0,4,20,0.458
1431933_a_at,16,20,20,0.038
1431936_a_at,16,20,20,0.496
1431938_a_at,8,8,2,0.344
1431939_a_at,8,8,2,0.467
1431942_at,4,4,1,0.357
1431946_a_at,16,20,20,0.349
1431947_at,0,20,20,0.326
1431951_a_at,12,12,3,0.409
1431960_at,0,0,0,0.152
1431962_a_at,0,4,20,0.021
1431973_at,12,12,3,0.515
1431980_a_at,8,12,20,0.215
1431981_at,8,12,20,0.619
1431995_at,16,20,20,0.955
1432000_a_at,16,16,4,0.155
1432003_a_at,4,8,20,0.401
1432004_a_at,0,20,20,0.265
1432005_at,8,16,20,0.649
1432006_at,8,12,20,0.475
1432007_s_at,16,20,20,0.029
1432012_a_at,12,12,3,0.256
1432013_a_at,0,0,0,0.332
1432016_a_at,8,12,20,0.182
1432018_at,12,16,20,0.411
1432022_at,4,8,20,0.923
1432027_a_at,20,20,5,0.671
1432029_a_at,12,12,3,0.36
1432032_a_at,16,20,20,0.313
1432034_at,8,8,2,0.299
1432042_a_at,0,20,20,0.621
1432043_at,0,4,20,0.522
1432050_at,0,20,20,0.329
1432052_at,16,16,4,0.456
1432057_a_at,20,20,5,0.448
1432066_at,16,16,4,0.505
1432068_a_at,4,8,20,0.428
1432072_at,4,4,1,0.791
1432075_a_at,12,16,20,0.367
1432081_at,16,16,4,0.591
1432083_a_at,12,12,3,0.209
1432086_a_at,16,16,4,0.7
1432091_a_at,0,0,0,0.251
1432094_a_at,4,4,1,0.657
1432096_at,12,16,20,0.397
1432097_a_at,8,12,20,0.187
1432099_a_at,12,12,3,0.166
1432103_a_at,20,20,5,0.398
1432104_a_at,12,20,20,0.254
1432108_at,0,0,0,0.057
1432115_a_at,0,8,20,0.622
1432125_at,16,16,4,0.343
1432129_a_at,0,20,20,0.48
1432130_a_at,16,16,4,0.6
1432136_s_at,12,12,3,0.373
1432139_at,4,8,20,0.628
1432143_a_at,4,4,1,0.03
1432144_a_at,4,4,1,0.315
1432151_at,0,0,0,0.276
1432155_at,20,20,5,0.284
