ProbeID,Lower_Bound,Upper_Bound,Phase_class,P_value
1453005_at,0,0,0,0.554
1453223_s_at,0,0,0,0.53
1453260_a_at,0,0,0,0.49
1453314_x_at,0,0,0,0.281
1453413_at,0,0,0,0.37
1453528_at,0,0,0,0.421
1453614_a_at,0,0,0,0.755
1453647_at,0,0,0,0.073
1453728_a_at,0,0,0,0.176
1453733_a_at,0,0,0,0.704
1453915_a_at,0,0,0,0.542
1453954_a_at,0,0,0,0.675
1453956_a_at,0,0,0,0.642
1453995_a_at,0,0,0,0.87
1454090_at,0,0,0,0.114
1454206_a_at,0,0,0,0.293
1454219_at,0,0,0,0.47
1454229_a_at,0,0,0,0.733
1454611_a_at,0,0,0,0.381
1454675_at,0,0,0,0.086
1454703_x_at,0,0,0,0.725
1454803_a_at,0,0,0,0.325
1454899_at,0,0,0,0.187
1454908_x_at,0,0,0,0.745
1454998_at,0,0,0,0.751
1455009_at,0,0,0,0.314
1455151_at,0,0,0,0.581
1455155_at,0,0,0,0.69
1455206_at,0,0,0,0.123
1455439_a_at,0,0,0,0.499
