ProbeID,Lower_bound,Upper_bound,Phase_class,P_value
1433463_at,4,4,1,0.001
1451444_s_at,4,4,1,0.001
1455725_a_at,4,4,1,0.001
1418174_at,8,8,2,0.001
1450643_s_at,8,8,2,0.001
1456393_at,8,8,2,0.001
1417212_at,12,12,3,0.001
1434224_at,12,12,3,0.001
1428137_at,16,16,4,0.001
1455539_at,16,16,4,0.001
1420272_at,4,4,1,0.002
1424657_at,4,4,1,0.002
1416462_at,8,8,2,0.002
1422526_at,8,8,2,0.002
1452718_at,8,8,2,0.002
1420131_s_at,12,12,3,0.002
1424574_at,12,12,3,0.002
1449816_at,12,12,3,0.002
1424009_at,16,16,4,0.002
1425715_at,16,16,4,0.002
1417434_at,12,16,20,0.002
1417709_at,0,20,20,0.002
1424335_at,8,12,20,0.002
1452151_at,0,0,0,0.003
1417975_at,8,8,2,0.003
1448382_at,8,8,2,0.003
1426342_at,16,16,4,0.003
1460203_at,16,16,4,0.003
1415979_x_at,20,20,5,0.003
1433659_at,20,20,5,0.003
1455061_a_at,4,4,1,0.004
1425961_at,8,8,2,0.004
1460676_at,8,8,2,0.004
1420737_at,16,16,4,0.004
1449024_a_at,16,16,4,0.004
1423731_at,12,16,20,0.004
1426181_a_at,0,20,20,0.004
1434181_at,0,4,20,0.004
1420126_at,0,0,0,0.005
1415715_at,4,4,1,0.005
1420900_a_at,8,8,2,0.005
1420990_at,8,8,2,0.005
1425929_a_at,8,8,2,0.005
1416922_a_at,12,12,3,0.005
1422470_at,12,12,3,0.005
1416715_at,16,16,4,0.005
1417815_a_at,16,16,4,0.005
1416135_at,20,20,5,0.005
1449010_at,20,20,5,0.005
1416187_s_at,16,20,20,0.005
1448517_at,8,8,2,0.006
1418491_a_at,12,12,3,0.006
1434214_at,12,12,3,0.006
1427422_at,16,16,4,0.006
1451399_at,16,16,4,0.006
1455626_at,16,16,4,0.006
1428027_at,0,0,0,0.007
1418895_at,4,4,1,0.007
1423597_at,4,4,1,0.007
1448880_at,4,4,1,0.007
1451286_s_at,4,4,1,0.007
1452030_a_at,4,4,1,0.007
1452217_at,4,4,1,0.007
1423249_at,8,8,2,0.007
1428880_at,8,8,2,0.007
1448559_at,8,8,2,0.007
1416316_at,12,12,3,0.007
1416668_at,12,12,3,0.007
1417168_a_at,12,12,3,0.007
1422241_a_at,12,12,3,0.007
1455002_at,12,12,3,0.007
1423613_at,16,16,4,0.007
1457265_at,20,20,5,0.007
1416840_at,16,20,20,0.007
1426253_at,0,4,20,0.007
1433534_a_at,0,20,20,0.007
1451710_at,12,16,20,0.007
1449096_at,0,0,0,0.008
1417130_s_at,4,4,1,0.008
1417406_at,4,4,1,0.008
1431748_a_at,4,4,1,0.008
1415771_at,12,12,3,0.008
1415821_at,12,12,3,0.008
1417838_at,12,12,3,0.008
1418081_at,12,12,3,0.008
1418332_a_at,12,12,3,0.008
1428303_at,12,12,3,0.008
1449088_at,12,12,3,0.008
1428107_at,16,16,4,0.008
1434311_at,16,16,4,0.008
1450742_at,16,16,4,0.008
1460464_at,16,16,4,0.008
1452053_a_at,20,20,5,0.008
1451278_a_at,0,20,20,0.008
1452509_at,8,12,20,0.008
1422539_at,4,4,1,0.009
1417506_at,8,8,2,0.009
1451061_at,8,8,2,0.009
1452828_at,8,8,2,0.009
1418240_at,12,12,3,0.009
1421163_a_at,12,12,3,0.009
1423108_at,12,12,3,0.009
1452145_at,12,12,3,0.009
1433851_at,16,16,4,0.009
1436390_a_at,16,16,4,0.009
1419061_at,20,20,5,0.009
1459926_at,20,20,5,0.009
1415909_at,16,20,20,0.009
1424758_s_at,12,16,20,0.009
1425349_a_at,16,20,20,0.009
1438188_x_at,12,16,20,0.009
1452372_at,4,8,20,0.009
1418866_at,8,8,2,0.01
1421874_a_at,8,8,2,0.01
1437343_x_at,8,8,2,0.01
1448970_at,8,8,2,0.01
1421215_a_at,12,12,3,0.01
1431762_at,12,12,3,0.01
1419665_a_at,16,16,4,0.01
1426337_a_at,16,16,4,0.01
1418760_at,20,20,5,0.01
1427168_a_at,20,20,5,0.01
1416720_at,12,16,20,0.01
1423007_a_at,0,20,20,0.01
1448529_at,8,12,20,0.01
1452662_a_at,0,0,0,0.011
1423470_at,8,8,2,0.011
1424113_at,8,8,2,0.011
1420342_at,12,12,3,0.011
1427640_a_at,12,12,3,0.011
1431388_at,12,12,3,0.011
1423723_s_at,16,16,4,0.011
1425371_at,16,16,4,0.011
1439410_x_at,16,16,4,0.011
1447976_at,16,16,4,0.011
1451268_at,20,20,5,0.011
1417870_x_at,12,16,20,0.011
1422668_at,12,16,20,0.011
1424904_at,8,12,20,0.011
1430889_a_at,0,4,20,0.011
1453723_x_at,4,8,20,0.011
1460436_at,8,12,20,0.011
1415674_a_at,4,4,1,0.012
1431602_a_at,4,4,1,0.012
1431619_a_at,8,8,2,0.012
1424939_at,12,12,3,0.012
1451154_a_at,12,12,3,0.012
1417427_at,16,16,4,0.012
1419466_at,16,16,4,0.012
1416693_at,20,20,5,0.012
1424438_a_at,0,4,20,0.012
1425540_at,12,16,20,0.012
1452485_at,4,8,20,0.012
1455787_x_at,0,20,20,0.012
1451640_a_at,0,0,0,0.013
1434469_at,4,4,1,0.013
1416958_at,8,8,2,0.013
1419450_at,8,8,2,0.013
1448332_at,8,8,2,0.013
1423849_a_at,12,12,3,0.013
1439422_a_at,16,16,4,0.013
1421012_at,20,20,5,0.013
1421873_s_at,4,8,20,0.013
1433563_s_at,0,20,20,0.013
1448953_at,16,20,20,0.013
1453550_a_at,4,8,20,0.013
1458862_at,4,8,20,0.013
1448365_at,0,0,0,0.014
1452519_a_at,4,4,1,0.014
1425018_at,8,8,2,0.014
1416023_at,12,12,3,0.014
1423911_at,12,12,3,0.014
1429238_a_at,12,12,3,0.014
1434587_x_at,12,12,3,0.014
1460202_at,16,16,4,0.014
1455265_a_at,20,20,5,0.014
1418288_at,16,20,20,0.014
1425486_s_at,0,20,20,0.014
1448103_s_at,0,0,0,0.015
1448551_a_at,0,0,0,0.015
1448625_at,4,4,1,0.015
1448258_a_at,8,8,2,0.015
1449047_at,8,8,2,0.015
1453238_s_at,12,12,3,0.015
1418575_at,16,16,4,0.015
1421743_a_at,16,16,4,0.015
1434358_x_at,16,16,4,0.015
1428143_a_at,12,16,20,0.015
1421826_at,4,4,1,0.016
1448950_at,4,4,1,0.016
1451109_a_at,4,4,1,0.016
1416251_at,8,8,2,0.016
1418091_at,8,8,2,0.016
1422995_at,8,8,2,0.016
1435015_at,8,8,2,0.016
1421840_at,12,12,3,0.016
1423079_a_at,12,12,3,0.016
1424978_at,12,12,3,0.016
1448249_at,12,12,3,0.016
1418815_at,16,16,4,0.016
1426144_x_at,16,16,4,0.016
1426721_s_at,16,16,4,0.016
1436909_at,16,16,4,0.016
1448178_a_at,16,16,4,0.016
1450656_at,16,16,4,0.016
1454688_x_at,16,16,4,0.016
1460678_at,16,16,4,0.016
1417132_at,4,8,20,0.016
1418373_at,12,16,20,0.016
1419516_at,8,12,20,0.016
1449183_at,0,0,0,0.017
1425311_at,4,4,1,0.017
1427595_at,4,4,1,0.017
1448693_at,4,4,1,0.017
1416134_at,12,12,3,0.017
1418128_at,12,12,3,0.017
1421564_at,16,16,4,0.017
1427038_at,16,16,4,0.017
1427107_at,16,16,4,0.017
1436970_a_at,16,16,4,0.017
1449553_at,16,16,4,0.017
1415692_s_at,16,20,20,0.017
1416924_at,8,12,20,0.017
1418558_at,12,16,20,0.017
1451449_at,12,16,20,0.017
1451485_at,8,12,20,0.017
1447990_at,0,0,0,0.018
1437751_at,4,4,1,0.018
1449389_at,4,4,1,0.018
1418886_s_at,8,8,2,0.018
1453731_a_at,8,8,2,0.018
1422888_at,12,12,3,0.018
1424008_a_at,12,12,3,0.018
1450112_a_at,12,12,3,0.018
1418497_at,16,16,4,0.018
1420809_a_at,16,16,4,0.018
1452058_a_at,16,16,4,0.018
1416431_at,20,20,5,0.018
1417969_at,8,12,20,0.018
1418191_at,12,16,20,0.018
1427189_at,4,8,20,0.018
1434417_at,12,16,20,0.018
1452670_at,4,4,1,0.019
AFFX-b-ActinMur/M12481_M_at,4,4,1,0.019
1424489_a_at,8,8,2,0.019
1448112_at,8,8,2,0.019
1420464_s_at,12,12,3,0.019
1436519_a_at,12,12,3,0.019
1428091_at,16,16,4,0.019
1448075_at,16,16,4,0.019
1451203_at,16,16,4,0.019
1415670_at,4,8,20,0.019
1418597_at,0,4,20,0.019
1450773_at,4,8,20,0.019
1416150_a_at,0,0,0,0.02
1418184_at,0,0,0,0.02
1435191_at,4,4,1,0.02
1449437_at,4,4,1,0.02
1423724_at,8,8,2,0.02
1434784_s_at,8,8,2,0.02
1455829_at,12,12,3,0.02
1442025_a_at,16,16,4,0.02
1420171_s_at,20,20,5,0.02
1427825_at,20,20,5,0.02
1420149_at,8,12,20,0.02
1425556_at,8,12,20,0.02
1425567_a_at,0,4,20,0.02
1428140_at,16,20,20,0.02
1423269_a_at,4,4,1,0.021
1452655_at,4,4,1,0.021
1423684_at,8,8,2,0.021
1425533_a_at,8,8,2,0.021
1448166_a_at,8,8,2,0.021
1449461_at,8,8,2,0.021
1421645_at,12,12,3,0.021
1422324_a_at,12,12,3,0.021
1423383_a_at,12,12,3,0.021
1424359_at,12,12,3,0.021
1452140_at,12,12,3,0.021
1415998_at,16,16,4,0.021
1424683_at,16,16,4,0.021
1448130_at,16,16,4,0.021
1449059_a_at,16,16,4,0.021
1450971_at,16,16,4,0.021
1420463_at,16,20,20,0.021
1439441_x_at,16,20,20,0.021
1455291_s_at,16,20,20,0.021
1421418_a_at,0,0,0,0.022
1456098_a_at,0,0,0,0.022
1422031_a_at,4,4,1,0.022
1426191_a_at,4,4,1,0.022
1427934_at,4,4,1,0.022
1449974_at,4,4,1,0.022
1416461_at,8,8,2,0.022
1416564_at,8,8,2,0.022
1417654_at,12,12,3,0.022
1417680_at,12,12,3,0.022
1421778_at,12,12,3,0.022
1423507_a_at,12,12,3,0.022
1424879_at,12,12,3,0.022
1425176_at,12,12,3,0.022
1448436_a_at,12,12,3,0.022
1452457_a_at,20,20,5,0.022
1420817_at,12,16,20,0.022
1421712_at,12,16,20,0.022
1427676_a_at,4,8,20,0.022
1421454_at,0,0,0,0.023
1434923_at,0,0,0,0.023
1436722_a_at,4,4,1,0.023
1418295_s_at,8,8,2,0.023
1438211_s_at,8,8,2,0.023
1455869_at,8,8,2,0.023
1420694_a_at,12,12,3,0.023
1421473_at,12,12,3,0.023
1426842_at,12,12,3,0.023
1427308_at,12,12,3,0.023
1427996_at,12,12,3,0.023
1429787_x_at,12,12,3,0.023
1434017_at,16,16,4,0.023
1438182_x_at,16,16,4,0.023
1451115_at,16,16,4,0.023
1419675_at,0,4,20,0.023
1422477_at,16,20,20,0.023
1420838_at,4,4,1,0.024
1452085_at,4,4,1,0.024
1416794_at,8,8,2,0.024
1418822_a_at,8,8,2,0.024
1422458_at,8,8,2,0.024
1423488_at,8,8,2,0.024
1423697_at,8,8,2,0.024
1426351_at,8,8,2,0.024
1419754_at,12,12,3,0.024
1423744_x_at,12,12,3,0.024
1455236_x_at,12,12,3,0.024
1460319_at,12,12,3,0.024
1417508_at,16,16,4,0.024
1417740_at,16,16,4,0.024
1427669_a_at,16,16,4,0.024
1449414_at,16,16,4,0.024
1418468_at,20,20,5,0.024
1439214_a_at,20,20,5,0.024
1448721_at,20,20,5,0.024
1416062_at,4,8,20,0.024
1422612_at,16,20,20,0.024
1425189_a_at,4,8,20,0.024
1436810_x_at,12,16,20,0.024
1448705_at,0,4,20,0.024
1416741_at,0,0,0,0.025
1423709_s_at,0,0,0,0.025
1425239_at,8,8,2,0.025
1432249_a_at,8,8,2,0.025
1424240_at,12,12,3,0.025
1426489_s_at,12,12,3,0.025
1433951_at,12,12,3,0.025
1416612_at,16,16,4,0.025
1417303_at,16,16,4,0.025
1419319_at,16,16,4,0.025
1420414_at,16,16,4,0.025
1434659_at,16,16,4,0.025
1450644_at,20,20,5,0.025
1415870_at,4,8,20,0.025
1423024_at,16,20,20,0.025
1428063_at,0,4,20,0.025
1433674_a_at,4,8,20,0.025
1436427_at,0,20,20,0.025
1439258_at,0,4,20,0.025
1450859_s_at,16,20,20,0.025
1425050_at,4,4,1,0.026
1448155_at,4,4,1,0.026
1450008_a_at,4,4,1,0.026
1450104_at,4,4,1,0.026
1451704_at,4,4,1,0.026
1417442_a_at,8,8,2,0.026
1428013_at,8,8,2,0.026
1430976_a_at,8,8,2,0.026
1448869_a_at,8,8,2,0.026
1449042_at,8,8,2,0.026
1415749_a_at,12,12,3,0.026
1419201_at,12,12,3,0.026
1421590_at,12,12,3,0.026
1426321_at,12,12,3,0.026
1430293_a_at,12,12,3,0.026
1440253_at,12,12,3,0.026
1437670_x_at,16,16,4,0.026
1433757_a_at,20,20,5,0.026
1419702_at,12,16,20,0.026
1420655_at,16,20,20,0.026
1421064_at,12,16,20,0.026
1421926_at,16,20,20,0.026
1454879_s_at,12,16,20,0.026
1455211_a_at,8,12,20,0.026
1415965_at,4,4,1,0.027
1426767_at,4,4,1,0.027
1430533_a_at,4,4,1,0.027
1449419_at,4,4,1,0.027
1428954_at,8,8,2,0.027
1431227_at,8,8,2,0.027
1434681_at,8,8,2,0.027
1449712_s_at,8,8,2,0.027
1418697_at,12,12,3,0.027
1419042_at,12,12,3,0.027
1455968_x_at,12,12,3,0.027
1417715_a_at,16,16,4,0.027
1418981_at,16,16,4,0.027
1422880_at,16,16,4,0.027
1427349_x_at,16,16,4,0.027
1424638_at,20,20,5,0.027
1427838_at,20,20,5,0.027
1423388_at,4,8,20,0.027
1427910_at,16,20,20,0.027
1434486_x_at,12,16,20,0.027
1449303_at,16,20,20,0.027
1451363_a_at,4,8,20,0.027
1427448_at,0,0,0,0.028
1451433_at,0,0,0,0.028
1418059_at,4,4,1,0.028
1423445_at,4,4,1,0.028
1436121_a_at,4,4,1,0.028
1448364_at,4,4,1,0.028
1460339_at,4,4,1,0.028
1417047_at,8,8,2,0.028
1418739_at,8,8,2,0.028
1421226_at,8,8,2,0.028
1424357_at,8,8,2,0.028
1452159_at,8,8,2,0.028
1416939_at,12,12,3,0.028
1418433_at,12,12,3,0.028
1453559_a_at,12,12,3,0.028
1417176_at,16,16,4,0.028
1430713_s_at,16,16,4,0.028
1426965_at,20,20,5,0.028
1452661_at,20,20,5,0.028
1417440_at,4,8,20,0.028
1422705_at,8,12,20,0.028
1424418_at,12,16,20,0.028
1428392_at,16,20,20,0.028
1433913_at,8,12,20,0.028
1460555_at,16,20,20,0.028
1460679_at,8,12,20,0.028
1418056_at,4,4,1,0.029
1423628_s_at,4,4,1,0.029
1424790_at,8,8,2,0.029
1428505_at,8,8,2,0.029
1435326_at,8,8,2,0.029
1448679_at,8,8,2,0.029
1460186_at,8,8,2,0.029
1419649_s_at,12,12,3,0.029
1424175_at,12,12,3,0.029
1450935_at,12,12,3,0.029
1415702_a_at,16,16,4,0.029
1418608_at,16,16,4,0.029
1433549_x_at,16,16,4,0.029
1427643_at,20,20,5,0.029
1431962_a_at,20,20,5,0.029
1422608_at,16,20,20,0.029
1422925_s_at,8,12,20,0.029
1424310_at,4,8,20,0.029
1424983_a_at,8,12,20,0.029
1426634_at,8,12,20,0.029
1448059_at,0,20,20,0.029
1449137_at,4,8,20,0.029
1450111_a_at,12,16,20,0.029
1431031_at,0,0,0,0.03
1420614_at,4,4,1,0.03
1426030_a_at,4,4,1,0.03
1451782_a_at,4,4,1,0.03
1455479_a_at,4,4,1,0.03
1455727_at,4,4,1,0.03
1418292_at,8,8,2,0.03
1429490_at,8,8,2,0.03
1448348_at,8,8,2,0.03
1452747_at,8,8,2,0.03
1424496_at,12,12,3,0.03
1429367_at,12,12,3,0.03
1430776_s_at,12,12,3,0.03
1436620_at,12,12,3,0.03
1449065_at,12,12,3,0.03
1449202_at,12,12,3,0.03
1418025_at,20,20,5,0.03
1416419_s_at,8,12,20,0.03
1417703_at,4,8,20,0.03
1421666_a_at,0,4,20,0.03
1451178_at,8,12,20,0.03
1419484_a_at,0,0,0,0.031
1420175_at,0,0,0,0.031
1422838_at,0,0,0,0.031
1425255_s_at,0,0,0,0.031
1426027_a_at,0,0,0,0.031
1450242_at,0,0,0,0.031
1460173_at,0,0,0,0.031
1417762_a_at,4,4,1,0.031
1423089_at,4,4,1,0.031
1418407_at,8,8,2,0.031
1420444_at,8,8,2,0.031
1431861_a_at,8,8,2,0.031
1433995_s_at,8,8,2,0.031
1450846_at,8,8,2,0.031
1451351_at,8,8,2,0.031
1451667_at,8,8,2,0.031
1415847_at,12,12,3,0.031
1437192_x_at,12,12,3,0.031
1447377_at,12,12,3,0.031
1460307_at,12,12,3,0.031
1424747_at,16,16,4,0.031
1426043_a_at,16,16,4,0.031
1415795_at,4,8,20,0.031
1417389_at,12,16,20,0.031
1420769_at,12,16,20,0.031
1422571_at,8,12,20,0.031
1423676_at,12,16,20,0.031
1427362_x_at,12,16,20,0.031
1434206_s_at,4,8,20,0.031
1434326_x_at,0,0,0,0.032
1420515_a_at,4,4,1,0.032
1450522_a_at,4,4,1,0.032
1416239_at,8,8,2,0.032
1419301_at,8,8,2,0.032
1423970_at,8,8,2,0.032
1419802_at,12,12,3,0.032
1416858_a_at,16,16,4,0.032
1419011_at,16,16,4,0.032
1423131_at,16,16,4,0.032
1425500_x_at,16,16,4,0.032
1426950_at,16,16,4,0.032
1460684_at,16,16,4,0.032
1418850_at,20,20,5,0.032
1448542_at,4,8,20,0.032
1449450_at,0,0,0,0.033
1416203_at,8,8,2,0.033
1419367_at,8,8,2,0.033
1419866_s_at,8,8,2,0.033
1424955_at,8,8,2,0.033
1436180_at,8,8,2,0.033
1419823_s_at,16,16,4,0.033
1423403_at,16,16,4,0.033
1428362_at,16,16,4,0.033
1434108_at,16,16,4,0.033
1442554_s_at,16,16,4,0.033
1419336_at,0,4,20,0.033
1420893_a_at,4,8,20,0.033
1422768_at,4,8,20,0.033
1448523_at,4,8,20,0.033
1450823_at,16,20,20,0.033
1427444_at,0,0,0,0.034
1430295_at,0,0,0,0.034
1448649_at,0,0,0,0.034
1416000_a_at,8,8,2,0.034
1437328_x_at,8,8,2,0.034
1451502_at,8,8,2,0.034
1418767_at,12,12,3,0.034
1440936_at,12,12,3,0.034
1420780_at,16,16,4,0.034
1434190_at,16,16,4,0.034
1435920_x_at,16,16,4,0.034
1451414_at,16,16,4,0.034
1419970_at,16,20,20,0.034
1426853_at,0,20,20,0.034
1426989_at,4,8,20,0.034
1428189_at,16,20,20,0.034
1433850_at,16,20,20,0.034
1450706_a_at,16,20,20,0.034
1456315_a_at,12,16,20,0.034
1418461_at,4,4,1,0.035
1423588_at,4,4,1,0.035
1426257_a_at,4,4,1,0.035
1460545_at,4,4,1,0.035
1448262_at,8,8,2,0.035
1424254_at,12,12,3,0.035
1428869_at,12,12,3,0.035
1437642_at,12,12,3,0.035
1439122_at,12,12,3,0.035
1426519_at,16,16,4,0.035
1421949_a_at,20,20,5,0.035
1435194_at,20,20,5,0.035
1435856_x_at,20,20,5,0.035
1418087_at,8,12,20,0.035
1424119_at,16,20,20,0.035
1424245_at,16,20,20,0.035
1427161_at,8,12,20,0.035
1427596_at,16,20,20,0.035
1416241_at,0,0,0,0.036
1417066_at,0,0,0,0.036
1416403_at,4,4,1,0.036
1417061_at,4,4,1,0.036
1421261_at,4,4,1,0.036
1415873_a_at,8,8,2,0.036
1421971_a_at,8,8,2,0.036
1424846_at,8,8,2,0.036
1427909_at,8,8,2,0.036
1428843_at,8,8,2,0.036
1441866_s_at,8,8,2,0.036
1450517_at,8,8,2,0.036
1450776_at,8,8,2,0.036
1451089_a_at,12,12,3,0.036
1416967_at,16,16,4,0.036
1423213_at,16,16,4,0.036
1424810_at,16,16,4,0.036
1426778_at,16,16,4,0.036
1434372_at,16,16,4,0.036
1448540_a_at,16,16,4,0.036
1449969_at,16,16,4,0.036
1427098_at,20,20,5,0.036
1417353_x_at,0,4,20,0.036
1417630_at,16,20,20,0.036
1424159_at,0,4,20,0.036
1432103_a_at,16,20,20,0.036
1451576_at,0,4,20,0.036
1449736_at,0,0,0,0.037
1452286_at,0,0,0,0.037
1424442_a_at,8,8,2,0.037
1426474_at,8,8,2,0.037
1450137_at,8,8,2,0.037
1451379_at,8,8,2,0.037
1425039_at,12,12,3,0.037
1447942_x_at,12,12,3,0.037
1448867_at,12,12,3,0.037
1451625_a_at,12,12,3,0.037
1417149_at,16,16,4,0.037
1419360_a_at,16,16,4,0.037
1419535_at,16,16,4,0.037
1427898_at,16,16,4,0.037
1448565_at,16,16,4,0.037
1449110_at,16,16,4,0.037
1421433_at,20,20,5,0.037
1423136_at,20,20,5,0.037
1426382_at,20,20,5,0.037
1420734_at,0,4,20,0.037
1427130_x_at,12,16,20,0.037
1447919_x_at,12,16,20,0.037
1448596_at,0,20,20,0.037
1420477_at,0,0,0,0.038
1419398_a_at,4,4,1,0.038
1416060_at,8,8,2,0.038
1426432_a_at,8,8,2,0.038
1430671_a_at,8,8,2,0.038
1437110_at,8,8,2,0.038
1451547_at,8,8,2,0.038
1416684_at,12,12,3,0.038
1422779_at,12,12,3,0.038
1427207_s_at,12,12,3,0.038
1415948_at,16,16,4,0.038
1424746_at,16,16,4,0.038
1448154_at,16,16,4,0.038
1448233_at,16,16,4,0.038
1421076_at,20,20,5,0.038
1421478_a_at,20,20,5,0.038
1435803_a_at,20,20,5,0.038
1416629_at,4,8,20,0.038
1421061_at,16,20,20,0.038
1434320_at,8,12,20,0.038
1448902_at,16,20,20,0.038
1449954_at,8,12,20,0.038
1423346_at,0,0,0,0.039
1451042_a_at,0,0,0,0.039
1423118_at,4,4,1,0.039
1452428_a_at,4,4,1,0.039
1418067_at,8,8,2,0.039
1420250_at,8,8.4,2,0.039
1423766_at,8,8,2,0.039
1427053_at,12,12,3,0.039
1431056_a_at,12,12,3,0.039
1417545_at,16,16,4,0.039
1422186_s_at,16,16,4,0.039
1456375_x_at,16,16,4,0.039
1456600_a_at,20,20,5,0.039
1421875_a_at,8,12,20,0.039
1424020_at,4,8,20,0.039
1426481_at,16,20,20,0.039
1438633_x_at,0,20,20,0.039
1449914_at,4,8,20,0.039
1453780_at,8,12,20,0.039
1453784_at,12,16,20,0.039
1415919_at,0,0,0,0.04
1420881_at,4,4,1,0.04
1415886_at,8,8,2,0.04
1423617_at,8,8,2,0.04
1424280_at,8,8,2,0.04
1455713_x_at,12,12,3,0.04
1425028_a_at,16,16,4,0.04
1416863_at,20,20,5,0.04
1456745_x_at,20,20,5,0.04
1424338_at,0,20,20,0.04
1425695_at,16,20,20,0.04
1434515_at,12,16,20,0.04
1437188_at,16,20,20,0.04
1449661_at,4,8,20,0.04
1450320_at,0,4,20,0.04
1421650_at,0,0,0,0.041
1452298_a_at,0,0,0,0.041
1417398_at,4,4,1,0.041
1419291_x_at,4,4,1,0.041
1422861_s_at,4,4,1,0.041
1423167_at,4,4,1,0.041
1424408_at,4,4,1,0.041
1435518_at,4,4,1,0.041
1419546_at,8,8,2,0.041
1421101_a_at,8,8,2,0.041
1426118_a_at,8,8,2,0.041
1437741_at,8,8,2,0.041
1450007_at,8,8,2,0.041
1451067_at,8,8,2,0.041
1460725_at,8,8,2,0.041
1416641_at,12,12,3,0.041
1455958_s_at,12,12,3,0.041
1460427_a_at,12,12,3,0.041
1418900_at,16,16,4,0.041
1422305_at,16,16,4,0.041
1423566_a_at,16,16,4,0.041
1425424_at,16,16,4,0.041
1435800_a_at,16,16,4,0.041
1448483_a_at,16,16,4,0.041
1450258_a_at,16,16,4,0.041
1450633_at,16,16,4,0.041
1460707_at,16,16,4,0.041
1422086_at,20,20,5,0.041
1450897_at,20,20,5,0.041
1421950_at,0,4,20,0.041
1423075_at,4,8,20,0.041
1424059_at,0,4,20,0.041
1426053_a_at,4,8,20,0.041
1428308_at,16,20,20,0.041
1448485_at,12,16,20,0.041
1451183_at,12,16,20,0.041
1419913_at,0,0,0,0.042
1420940_x_at,4,4,1,0.042
1448256_at,4,4,1,0.042
1422928_at,8,8,2,0.042
1423581_at,8,8,2,0.042
1420932_at,12,12,3,0.042
1450226_at,12,12,3,0.042
1452260_at,12,12,3,0.042
1456565_s_at,12,12,3,0.042
1426349_s_at,16,16,4,0.042
1434578_x_at,20,20,5,0.042
1415739_at,0,4,20,0.042
1415977_at,16,20,20,0.042
1418477_at,12,16,20,0.042
1421106_at,8,12,20,0.042
1421681_at,8,12,20,0.042
1423800_at,8,12,20,0.042
1424591_at,12,16,20,0.042
1450838_x_at,12,16,20,0.042
1451495_at,16,20,20,0.042
1426956_a_at,0,0,0,0.043
1420745_a_at,4,4,1,0.043
1420811_a_at,4,4,1,0.043
1424397_at,4,4,1,0.043
1451794_at,4,4,1,0.043
1452128_a_at,4,4,1,0.043
1418257_at,8,8,2,0.043
1421688_a_at,8,8,2,0.043
1449365_at,8,8,2,0.043
1421855_at,12,12,3,0.043
1460705_at,12,12,3,0.043
1416950_at,16,16,4,0.043
1419062_at,16,16,4,0.043
1450718_at,16,16,4,0.043
1451264_at,16,16,4,0.043
1418127_a_at,8,12,20,0.043
1425141_at,0,4,20,0.043
1431429_a_at,8,12,20,0.043
1449007_at,16,20,20,0.043
1450283_at,8,12,20,0.043
1426570_a_at,0,0,0,0.044
1422766_at,4,4,1,0.044
1449138_at,4,4,1,0.044
1417355_at,8,8,2,0.044
1418245_a_at,8,8,2,0.044
1423614_at,8,8,2,0.044
1429709_at,8,8,2,0.044
1448538_a_at,8,8,2,0.044
1422117_s_at,12,12,3,0.044
1448489_at,12,12,3,0.044
1416401_at,16,16,4,0.044
1415963_at,20,20,5,0.044
1419008_at,20,20,5,0.044
1434777_at,20,20,5,0.044
1451997_at,20,20,5,0.044
1455913_x_at,20,20,5,0.044
1416056_a_at,8,12,20,0.044
1420944_at,0,4,20,0.044
1422169_a_at,12,16,20,0.044
1450081_x_at,12,16,20,0.044
1452033_at,0,4,20,0.044
1422657_at,0,0,0,0.045
1448300_at,0,0,0,0.045
1417831_at,4,4,1,0.045
1425850_a_at,4,4,1,0.045
1419340_at,8,8,2,0.045
1425859_a_at,8,8,2,0.045
1417169_at,12,12,3,0.045
1429052_at,12,12,3,0.045
1419400_at,16,16,4,0.045
1438360_x_at,16,16,4,0.045
1419345_at,20,20,5,0.045
1418072_at,16,20,20,0.045
1420889_at,4,8,20,0.045
1454681_at,8,12,20,0.045
1460252_s_at,16,20,20,0.045
1425336_x_at,0,0,0,0.046
1452237_at,0,0,0,0.046
1416272_at,4,4,1,0.046
1417985_at,4,4,1,0.046
1428456_at,4,4,1,0.046
1431834_a_at,4,4,1,0.046
1437243_at,4,4,1,0.046
1448658_at,4,4,1,0.046
1417382_at,8,8,2,0.046
1421139_a_at,8,8,2,0.046
1425459_at,8,8,2,0.046
1426375_s_at,8,8,2,0.046
1449063_at,8,8,2,0.046
1418838_at,12,12,3,0.046
1427187_at,20,20,5,0.046
1420381_a_at,0,20,20,0.046
1451114_at,0,20,20,0.046
1423609_a_at,4,4,1,0.047
1424993_at,4,4,1,0.047
1436026_at,4,4,1,0.047
1451157_at,4,4,1,0.047
1416350_at,8,8,2,0.047
1425266_a_at,12,12,3,0.047
1448887_x_at,12,12,3,0.047
1418244_at,16,16,4,0.047
1448217_a_at,16,16,4,0.047
1449056_at,16,16,4,0.047
1455572_x_at,16,16,4,0.047
1417486_at,20,20,5,0.047
1450001_a_at,20,20,5,0.047
1455820_x_at,20,20,5,0.047
1420585_a_at,4,8,20,0.047
1421103_at,8,12,20,0.047
1456292_a_at,16,20,20,0.047
1423754_at,0,0,0,0.048
1452664_a_at,0,0,0,0.048
1453206_at,4,4,1,0.048
1419551_s_at,8,8,2,0.048
1424115_at,8,8,2,0.048
