ProbeID,Lower_bound,Upper_bound,Phase_class,P_value
1420130_s_at,4,4,1,0.143
1420833_at,4,4,1,0.143
1427601_at,4,4,1,0.143
1460508_at,4,4,1,0.143
1417146_at,8,8,2,0.143
1418514_at,8,8,2,0.143
1421158_at,8,8,2,0.143
1424372_at,8,8,2,0.143
1417418_s_at,12,12,3,0.143
1425117_at,12,12,3,0.143
1425153_at,16,16,4,0.143
1428215_x_at,16,16,4,0.143
1436149_at,16,16,4,0.143
1437907_a_at,16,16,4,0.143
1448245_at,16,16,4,0.143
1421918_at,20,20,5,0.143
1418755_at,12,16,20,0.143
1418928_a_at,16,20,20,0.143
1422879_at,8,12,20,0.143
1423503_at,4,8,20,0.143
1428188_at,8,12,20,0.143
1435802_at,12,16,20,0.143
1448486_at,0,20,20,0.143
1448954_at,8,12,20,0.143
1450287_at,4,8,20,0.143
1451047_at,16,20,20,0.143
1454738_x_at,0,4,20,0.143
1460218_at,4,8,20,0.143
1417363_at,0,0,0,0.144
1448980_at,0,0,0,0.144
1425466_at,4,4,1,0.144
1426677_at,4,4,1,0.144
1433668_at,4,4,1,0.144
1420899_at,8,8,2,0.144
1424345_s_at,8,8,2,0.144
1432263_a_at,8,8,2,0.144
1452746_at,8,8,2,0.144
1454822_x_at,8,8,2,0.144
1418978_at,12,12,3,0.144
1423689_a_at,12,12,3,0.144
1417374_at,16,16,4,0.144
1427814_at,16,16,4,0.144
1456734_at,16,16,4,0.144
1450733_at,20,20,5,0.144
AFFX-TransRecMur/X57349_M_at,20,20,5,0.144
1419522_at,4,8,20,0.144
1426455_at,0,4,20,0.144
1429439_at,0,8,20,0.144
1436824_x_at,12,20,20,0.144
1448550_at,16,20,20,0.144
1448647_at,12,16,20,0.144
1450442_at,16,20,20,0.144
1451415_at,0,4,20,0.144
1453249_a_at,0,4,20,0.144
1423418_at,0,0,0,0.145
1416426_at,4,4,1,0.145
1420948_s_at,4,4,1,0.145
1422268_a_at,4,4,1,0.145
1426466_s_at,4,4,1,0.145
1448458_at,4,4,1,0.145
1415966_a_at,8,8,2,0.145
1416772_at,8,8,2,0.145
1420018_s_at,8,8,2,0.145
1453367_a_at,8,8,2,0.145
1415817_s_at,12,12,3,0.145
1452451_at,12,12,3,0.145
1418445_at,16,16,4,0.145
1423833_a_at,16,16,4,0.145
1426055_a_at,16,16,4,0.145
1438673_at,20,20,5,0.145
1451371_at,20,20,5,0.145
1417317_s_at,12,16,20,0.145
1418260_at,8,12,20,0.145
1421741_at,0,4,20,0.145
1426083_a_at,4,8,20,0.145
1449716_s_at,8,12,20,0.145
1451723_at,8,12,20,0.145
1451852_at,16,20,20,0.145
1460314_s_at,16,20,20,0.145
1418816_at,0,0,0,0.146
1427995_at,0,0,0,0.146
1420607_at,4,4,1,0.146
1422341_s_at,4,4,1,0.146
1423967_at,4,4,1,0.146
1435301_at,4,4,1,0.146
1452153_at,4,4,1,0.146
1418625_s_at,12,12,3,0.146
1454716_x_at,12,12,3,0.146
1435364_at,16,16,4,0.146
1451027_at,16,16,4,0.146
1451575_a_at,16,16,4,0.146
1452573_a_at,16,16,4,0.146
1417441_at,20,20,5,0.146
1418854_at,20,20,5,0.146
1420843_at,20,20,5,0.146
1421648_at,20,20,5,0.146
1424987_at,20,20,5,0.146
1437680_x_at,20,20,5,0.146
1415691_at,12,16,20,0.146
1425522_at,0,4,20,0.146
1438056_x_at,16,20,20,0.146
1438143_s_at,0,4,20,0.146
1438963_s_at,4,8,20,0.146
1452104_at,0,4,20,0.146
1452939_a_at,12,16,20,0.146
1429566_a_at,0,0,0,0.147
1423023_at,4,4,1,0.147
1427902_at,4,4,1,0.147
1420854_at,8,8,2,0.147
1421108_at,12,12,3,0.147
1428169_at,12,12,3,0.147
1452685_at,12,12,3,0.147
1453729_a_at,12,12,3,0.147
1427318_s_at,16,16,4,0.147
1436639_at,16,16,4,0.147
1451872_a_at,16,16,4,0.147
1422366_at,20,20,5,0.147
1435103_x_at,20,20,5,0.147
1421041_s_at,16,20,20,0.147
1423320_at,4,8,20,0.147
1452656_at,16,20,20,0.147
1456567_x_at,8,12,20,0.147
1418301_at,0,0,0,0.148
1421288_at,0,0,0,0.148
1450154_at,0,0,0,0.148
1416501_at,4,4,1,0.148
1417458_s_at,4,4,1,0.148
1420591_at,4,4,1,0.148
1423522_at,4,4,1,0.148
1425965_at,4,4,1,0.148
1427159_at,4,4,1,0.148
1435807_at,4,4,1,0.148
1448537_at,4,4,1,0.148
1415732_at,8,8,2,0.148
1419101_at,7.6,8,2,0.148
1431208_a_at,8,8,2,0.148
1449323_a_at,8,8,2,0.148
1454967_at,8,8,2,0.148
1420678_a_at,12,12,3,0.148
1422553_at,12,12,3,0.148
1448379_at,12,12,3,0.148
1452535_at,12,12,3,0.148
1422201_at,16,16,4,0.148
1427407_s_at,16,16,4,0.148
1449473_s_at,16,16,4,0.148
1455490_at,16,16,4,0.148
1424460_s_at,20,20,5,0.148
1434702_at,20,20,5,0.148
1416499_a_at,0,4,20,0.148
1417060_at,0,20,20,0.148
1419410_at,8,12,20,0.148
1419446_at,12,16,20,0.148
1420396_at,0,20,20,0.148
1425339_at,0,4,20,0.148
1434239_at,8,16,20,0.148
1448608_at,12,16,20,0.148
1450874_at,16,20,20,0.148
1425746_at,0,0,0,0.149
1422017_s_at,4,4,1,0.149
1424110_a_at,4,4,1,0.149
1428502_at,4,4,1,0.149
1417071_s_at,8,8,2,0.149
1422971_at,8,8,2,0.149
1427352_at,8,8,2,0.149
1428357_at,8,8,2,0.149
1434748_at,8,8,2,0.149
1451205_at,8,8,2,0.149
1454881_s_at,8,8,2,0.149
1419776_at,12,12,3,0.149
1424815_at,12,12,3,0.149
1449201_at,12,12,3,0.149
1450901_a_at,12,12,3,0.149
1416104_at,16,16,4,0.149
1417526_at,16,16,4,0.149
1423380_s_at,16,16,4,0.149
1418865_at,20,20,5,0.149
1419739_at,20,20,5,0.149
1427313_at,20,20,5,0.149
1449997_at,20,20,5,0.149
1420318_at,12,16,20,0.149
1422251_at,16,20,20,0.149
1424406_at,4,8,20,0.149
1425404_a_at,4,8,20,0.149
1427456_at,4,8,20,0.149
1433554_at,8,12,20,0.149
1436989_s_at,16,20,20,0.149
1450862_at,12,16,20,0.149
1437185_s_at,0,0,0,0.15
1448149_at,0,0,0,0.15
1416986_a_at,4,4,1,0.15
1421700_at,4,4,1,0.15
1422656_at,4,4,1,0.15
1425809_at,4,4,1,0.15
1454704_at,8,8,2,0.15
1460178_at,8,8,2,0.15
1426235_a_at,12,12,3,0.15
1436658_at,12,12,3,0.15
1453169_a_at,12,12,3,0.15
1417696_at,16,16,4,0.15
1436959_x_at,16,16,4,0.15
1417805_at,20,20,5,0.15
1424088_at,20,20,5,0.15
1418759_at,12,16,20,0.15
1419172_at,12,16,20,0.15
1419676_at,12,16,20,0.15
1423495_at,8,12,20,0.15
1423715_a_at,0,4,20,0.15
1426395_s_at,4,12,20,0.15
1427977_x_at,16,20,20,0.15
1429108_at,16,20,20,0.15
1436315_at,16,20,20,0.15
1438367_x_at,16,20,20,0.15
1448119_at,0,4,20,0.15
1449886_a_at,12,16,20,0.15
1449931_at,4,8,20,0.15
1450193_at,4,8,20,0.15
1459546_s_at,8,12,20,0.15
1455683_a_at,0,0,0,0.151
1423743_at,4,4,1,0.151
1437027_x_at,4,4,1,0.151
1417261_at,8,8,2,0.151
1422074_at,8,8,2,0.151
1423652_at,8,8,2,0.151
1425954_a_at,8,8,2,0.151
1426611_at,8,8,2,0.151
1434783_at,8,8,2,0.151
1418959_at,12,12,3,0.151
1419272_at,12,12,3,0.151
1419374_at,12,12,3,0.151
1424679_at,12,12,3,0.151
1460662_at,12,12,3,0.151
1416337_at,16,16,4,0.151
1422187_at,16,16,4,0.151
1425362_at,16,16,4,0.151
1429835_at,16,16,4,0.151
1448673_at,16,16,4,0.151
1449002_at,16,16,4,0.151
1460699_at,16,16,4,0.151
1450114_at,20,20,5,0.151
1415710_at,8,12,20,0.151
1419595_a_at,16,20,20,0.151
1426277_at,4,8,20,0.151
1428181_at,8,12,20,0.151
1430986_at,12,16,20,0.151
1446572_at,4,8,20,0.151
1448972_at,4,8,20,0.151
1450312_at,0,4,20,0.151
1456040_at,16,20,20,0.151
1450631_x_at,0,0,0,0.152
1452473_at,0,0,0,0.152
1432042_a_at,4,4,1,0.152
1452175_at,4,4,1,0.152
1427476_a_at,8,8,2,0.152
1450261_a_at,12,12,3,0.152
1460325_at,12,12,3,0.152
1427419_x_at,16,16,4,0.152
1427445_a_at,16,16,4,0.152
1456495_s_at,16,16,4,0.152
1460425_at,16,16,4,0.152
1416393_at,20,20,5,0.152
1423462_at,20,20,5,0.152
1433660_at,20,20,5,0.152
1418379_s_at,8,16,20,0.152
1421170_a_at,4,8,20,0.152
1422430_at,8,12,20,0.152
1423062_at,16,20,20,0.152
1426599_a_at,16,20,20,0.152
1431947_at,12,16,20,0.152
1435903_at,0,4,20,0.152
1435924_at,4,8,20,0.152
1441350_at,16,20,20,0.152
1449207_a_at,4,8,20,0.152
1451171_at,16,20,20,0.152
1430971_a_at,0,0,0,0.153
1418663_at,4,4,1,0.153
1416819_at,8,8,2,0.153
1417379_at,8,8,2,0.153
1433880_at,8,8,2,0.153
1451752_at,8,8,2,0.153
1454860_x_at,8,8,2,0.153
1416277_a_at,12,12,3,0.153
1421403_at,12,12,3,0.153
1437175_at,12,12,3,0.153
1418594_a_at,16,16,4,0.153
1425879_at,16,16,4,0.153
1415776_at,20,20,5,0.153
1422189_x_at,20,20,5,0.153
1447130_at,20,20,5,0.153
1416428_at,0,20,20,0.153
1417640_at,4,8,20,0.153
1424731_at,12,16,20,0.153
1425834_a_at,4,8,20,0.153
1427518_at,16,20,20,0.153
1427856_a_at,0,4,20,0.153
1438548_x_at,8,12,20,0.153
1450222_x_at,8,12,20,0.153
1452209_at,16,20,20,0.153
1451648_a_at,0,0,0,0.154
1418305_s_at,4,4,1,0.154
1418845_at,4,4,1,0.154
1424225_at,4,4,1,0.154
1448369_at,4,4,1,0.154
1448506_at,4,4,1,0.154
1421654_a_at,8,8,2,0.154
1422397_a_at,8,8,2,0.154
1424230_at,8,8,2,0.154
1427575_at,8,8,2,0.154
1424541_at,12,12,3,0.154
1428333_at,12,12,3,0.154
1431304_a_at,12,12,3,0.154
1448599_s_at,12,12,3,0.154
1454786_at,12,12,3,0.154
1415985_at,16,16,4,0.154
1423256_a_at,16,16,4,0.154
1448766_at,20,20,5,0.154
1452590_a_at,20,20,5,0.154
1455871_s_at,20,20,5,0.154
1421456_at,8,12,20,0.154
1422609_at,8,12,20,0.154
1422923_at,8,12,20,0.154
1424854_at,12,20,20,0.154
1427552_a_at,0,4,20,0.154
1450612_a_at,8,12,20,0.154
1454663_at,0,4,20,0.154
1421284_at,0,0,0,0.155
1456173_at,0,0,0,0.155
1427612_at,4,4,1,0.155
1428709_a_at,4,4,1,0.155
1433439_at,4,4,1,0.155
1449301_at,4,4,1,0.155
1451587_a_at,4,4,1,0.155
1451738_at,4,4,1,0.155
1449018_at,8,8,2,0.155
1452757_s_at,8,8,2,0.155
1426446_at,12,12,3,0.155
1455065_x_at,12,12,3,0.155
1417175_at,16,16,4,0.155
1419128_at,16,16,4,0.155
1421539_at,16,16,4,0.155
1427316_s_at,16,16,4,0.155
1429758_at,16,16,4,0.155
1460207_s_at,16,16,4,0.155
1435798_a_at,20,20,5,0.155
1436935_x_at,20,20,5,0.155
1450178_at,20,20,5,0.155
1453182_a_at,20,20,5,0.155
1418791_at,0,4,20,0.155
1420681_at,4,8,20,0.155
1424689_at,8,16,20,0.155
1434607_at,0,4,20,0.155
1437349_at,4,12,20,0.155
1438546_x_at,0,4,20,0.155
1450614_x_at,12,16,20,0.155
1450637_a_at,12,16,20,0.155
1451475_at,0,20,20,0.155
1452482_at,16,20,20,0.155
1453815_at,0,20,20,0.155
1417437_at,0,0,0,0.156
1417909_at,0,0,0,0.156
1419710_at,4,4,1,0.156
1422339_at,4,4,1,0.156
1422450_at,4,4,1,0.156
1424179_at,4,4,1,0.156
1449470_at,4,4,1,0.156
1452787_a_at,4,4,1,0.156
1418425_at,8,8,2,0.156
1419182_at,8,8,2,0.156
1420295_x_at,12,12,3,0.156
1422076_at,12,12,3,0.156
1426090_a_at,12,12,3,0.156
1427723_at,12,12,3,0.156
1418591_at,16,16,4,0.156
1424384_a_at,16,16,4,0.156
1425651_at,16,16,4,0.156
1434465_x_at,16,16,4,0.156
1437845_x_at,16,16,4,0.156
1448504_a_at,16,16,4,0.156
1450357_a_at,16,16,4,0.156
1460450_at,16,16,4,0.156
1434272_at,20,20,5,0.156
1436759_x_at,20,20,5,0.156
1448363_at,20,20,5,0.156
1448597_at,20,20,5,0.156
1416762_at,0,4,20,0.156
1419994_s_at,12,16,20,0.156
1425964_x_at,16,20,20,0.156
1427360_at,8,12,20,0.156
1428580_at,0,4,20,0.156
1452308_a_at,12,16,20,0.156
1455796_x_at,4,12,20,0.156
1460376_a_at,4,8,20,0.156
1419988_at,0,0,0,0.157
1426846_at,0,0,0,0.157
1433598_at,0,0,0,0.157
1454959_s_at,0,0,0,0.157
1460249_at,0,0,0,0.157
1451555_at,8,8,2,0.157
1417683_at,12,12,3,0.157
1448918_at,12,12,3,0.157
1419300_at,16,16,4,0.157
1455550_x_at,16,16,4,0.157
1455765_a_at,16,16,4,0.157
1420852_a_at,20,20,5,0.157
1437062_s_at,20,20,5,0.157
1416030_a_at,4,8,20,0.157
1416530_a_at,8,12,20,0.157
1416572_at,0,20,20,0.157
1416771_at,8,12,20,0.157
1419247_at,16,20,20,0.157
1421341_at,0,20,20,0.157
1421392_a_at,16,20,20,0.157
1422176_at,0,4,20,0.157
1424089_a_at,12,16,20,0.157
1433446_at,0,4,20,0.157
1439369_x_at,8,12,20,0.157
1451435_at,12,16,20,0.157
1452154_at,16,20,20,0.157
1423447_at,0,0,0,0.158
1429528_at,0,0,0,0.158
1416886_at,4,4,1,0.158
1460341_at,4,4,1,0.158
1417562_at,8,8,2,0.158
1421728_at,8,8,2,0.158
1425062_at,8,8,2,0.158
1425426_a_at,8,8,2,0.158
1428145_at,8,8,2,0.158
1448938_at,8,8,2,0.158
1449880_s_at,8,8,2,0.158
1451877_at,8,8,2,0.158
1426435_at,12,12,3,0.158
1429616_at,12,12,3,0.158
1454722_at,12,12,3,0.158
1421049_at,16,16,4,0.158
1422511_a_at,16,16,4,0.158
1436946_s_at,16,16,4,0.158
1449021_at,16,16,4,0.158
1450162_at,16,16,4,0.158
1422659_at,20,20,5,0.158
1422679_s_at,20,20,5,0.158
1425921_a_at,20,20,5,0.158
1449541_x_at,20,20,5,0.158
1416166_a_at,16,20,20,0.158
1416348_at,4,8,20,0.158
1421604_a_at,4,8,20,0.158
1422406_at,4,8,20,0.158
1424571_at,0,4,20,0.158
1425862_a_at,4,8,20,0.158
1448857_a_at,0,20,20,0.158
1449146_at,16,20,20,0.158
1460260_s_at,4,8,20,0.158
1460715_x_at,4,8,20,0.158
1418138_at,0,0,0,0.159
1423220_at,0,0,0,0.159
1448226_at,0,0,0,0.159
1416415_a_at,4,4,1,0.159
1451319_at,4,4,1,0.159
1452069_a_at,4,4,1,0.159
1418980_a_at,8,8,2,0.159
1419405_at,12,12,3,0.159
1439373_x_at,12,12,3,0.159
1449026_at,12,12,3,0.159
1449335_at,12,12,3,0.159
1456340_at,12,12,3,0.159
1422730_at,16,16,4,0.159
1430111_a_at,16,16,4,0.159
1436726_s_at,16,16,4,0.159
1451403_at,16,16,4,0.159
1452528_a_at,16,16,4,0.159
1460308_a_at,16,16,4,0.159
1417216_at,20,20,5,0.159
1418518_at,20,20,5,0.159
1426861_at,20,20,5,0.159
1427327_at,20,20,5,0.159
1448699_at,20,20,5,0.159
1417505_s_at,12,16,20,0.159
1417676_a_at,0,20,20,0.159
1418539_a_at,0,4,20,0.159
1422573_at,16,20,20,0.159
1425399_at,4,8,20,0.159
1426075_at,12,16,20,0.159
1427007_at,12,16,20,0.159
1431415_a_at,4,8,20,0.159
1436767_at,0,4,20,0.159
1445047_at,4,8,20,0.159
1449330_at,0,20,20,0.159
1450462_at,12,16,20,0.159
1428087_at,4,4,1,0.16
1435587_at,4,4,1,0.16
1416990_at,8,8,2,0.16
1450561_a_at,8,8,2,0.16
1452613_at,8,8,2,0.16
1425353_at,12,12,3,0.16
1448712_at,12,12,3,0.16
1458196_at,12,12,3,0.16
1422231_a_at,16,16,4,0.16
1424974_at,16,16,4,0.16
1431706_at,16,16,4,0.16
1433745_at,16,16,4,0.16
1449321_x_at,16,16,4,0.16
1452306_at,16,16,4,0.16
1452671_s_at,16,16,4,0.16
1422966_a_at,20,20,5,0.16
1423682_a_at,20,20,5,0.16
1429560_at,20,20,5,0.16
1418698_a_at,0,20,20,0.16
1419038_a_at,4,8,20,0.16
1420179_at,0,4,20,0.16
1422154_at,8,12,20,0.16
1422413_at,8,12,20,0.16
1423708_a_at,0,4,20,0.16
1425429_s_at,0,20,20,0.16
1426938_at,16,20,20,0.16
1431938_a_at,8,12,20,0.16
1435375_at,12,16,20,0.16
1435684_at,0,20,20,0.16
1435712_a_at,12,16,20,0.16
1436262_x_at,0,4,20,0.16
1436707_x_at,0,20,20,0.16
1453683_a_at,8,12,20,0.16
1454719_at,12,16,20,0.16
1422674_s_at,4,4,1,0.161
1429288_x_at,4,4,1,0.161
1448890_at,4,4,1,0.161
1450934_at,4,4,1,0.161
1453988_a_at,4,4,1,0.161
1427940_s_at,8,8,2,0.161
1433753_x_at,8,8,2,0.161
1450103_a_at,8,8,2,0.161
1449144_at,12,12,3,0.161
1416360_at,16,16,4,0.161
1417908_s_at,16,16,4,0.161
1419059_at,16,16,4,0.161
1423163_at,16,16,4,0.161
1427332_at,16,16,4,0.161
1428075_at,16,16,4,0.161
1435371_x_at,16,16,4,0.161
1455131_at,16,16,4,0.161
1423314_s_at,20,20,5,0.161
1438527_at,20,20,5,0.161
1419672_at,8,12,20,0.161
1421018_at,8,12,20,0.161
1421730_at,4,8,20,0.161
1423582_at,12,16,20,0.161
1427976_at,0,4,20,0.161
1438686_at,4,8,20,0.161
1448124_at,0,20,20,0.161
1449977_at,8,16,20,0.161
1451329_at,0,20,20,0.161
1455343_at,12,16,20,0.161
1417666_at,4,4,1,0.162
1421019_at,4,4,1,0.162
1425225_at,4,4,1,0.162
1428454_at,4,4,1,0.162
1448815_at,4,4,1,0.162
1425487_at,8,8,2,0.162
1452527_a_at,8,8,2,0.162
1421248_at,12,12,3,0.162
1421407_at,12,12,3,0.162
1423983_at,12,12,3,0.162
1460042_at,12,12,3,0.162
1416474_at,16,16,4,0.162
1418399_at,16,16,4,0.162
1424801_at,16,16,4,0.162
1449536_at,16,16,4,0.162
1449773_s_at,16,16,4,0.162
1452388_at,16,16,4,0.162
1460176_at,16,16,4,0.162
1426603_at,20,20,5,0.162
1452083_a_at,20,20,5,0.162
1455138_x_at,20,20,5,0.162
1415900_a_at,16,20,20,0.162
1416837_at,0,4,20,0.162
1416961_at,0,20,20,0.162
1418929_at,4,8,20,0.162
1421827_at,4,8,20,0.162
1430078_a_at,4,8,20,0.162
1431428_a_at,4,8,20,0.162
1435683_a_at,0,20,20,0.162
1438629_x_at,8,12,20,0.162
1448394_at,0,20,20,0.162
1448614_at,0,20,20,0.162
1450604_at,12,16,20,0.162
1450730_at,12,16,20,0.162
1450766_at,0,20,20,0.162
1451653_a_at,8,12,20,0.162
1456309_x_at,0,20,20,0.162
1426527_at,0,0,0,0.163
1416881_at,4,4,1,0.163
1418485_at,4,4,1,0.163
1427679_at,4,4,1,0.163
1452658_at,4,4,1,0.163
1421013_at,8,8,2,0.163
1449654_s_at,12,12,3,0.163
1449817_at,12,12,3,0.163
1415721_a_at,16,16,4,0.163
1418209_a_at,16,16,4,0.163
1418685_at,16,16,4,0.163
1419056_at,16,16,4,0.163
1420049_at,16,16,4,0.163
1429139_at,16,16,4,0.163
1434968_a_at,16,16,4,0.163
1451152_a_at,16,16,4,0.163
1431328_at,20,20,5,0.163
1417646_a_at,4,8,20,0.163
1419525_at,8,12,20,0.163
1420615_at,4,8,20,0.163
1423164_at,4,16,20,0.163
1424005_at,16,20,20,0.163
1435788_at,12,16,20,0.163
1437333_x_at,12,16,20,0.163
1439116_at,0,4,20,0.163
1448065_at,8,12,20,0.163
1449216_at,8,12,20,0.163
1450243_a_at,16,20,20,0.163
1450543_at,0,20,20,0.163
1451343_at,0,20,20,0.163
1455710_x_at,12,20,20,0.163
1454689_at,0,0,0,0.164
1418229_s_at,8,8,2,0.164
1418290_a_at,8,8,2,0.164
1420718_at,8,8,2,0.164
1433479_at,8,8,2,0.164
1417103_at,12,12,3,0.164
1428138_s_at,12,12,3,0.164
1448413_at,12,12,3,0.164
1449435_at,12,12,3,0.164
1415925_a_at,16,16,4,0.164
1419049_at,16,16,4,0.164
1427969_s_at,16,16,4,0.164
1431936_a_at,16,16,4,0.164
1438223_at,16,16,4,0.164
1449943_at,16,16,4,0.164
1460734_at,16,16,4,0.164
1431362_a_at,20,20,5,0.164
1416504_at,12,16,20,0.164
1417151_a_at,16,20,20,0.164
1418358_at,8,12,20,0.164
1418851_at,12,16,20,0.164
1419143_at,4,8,20,0.164
1420052_x_at,16,20,20,0.164
1425577_at,12,16,20,0.164
1425714_a_at,0,4,20,0.164
1437952_at,0,20,20,0.164
1438708_x_at,12,16,20,0.164
1451705_a_at,0,20,20,0.164
1428102_at,0,0,0,0.165
1452581_at,0,0,0,0.165
1422156_a_at,4,4,1,0.165
1450033_a_at,4,4,1,0.165
1450145_at,4,4,1,0.165
1455831_at,4,4,1,0.165
1419879_s_at,8,8,2,0.165
1426089_a_at,8,8,2,0.165
1430727_at,8,8,2,0.165
1435327_at,8,8,2,0.165
1418955_at,12,12,3,0.165
1433824_x_at,12,12,3,0.165
1418034_at,16,16,4,0.165
1422916_at,16,16,4,0.165
1424415_s_at,16,16,4,0.165
1426968_a_at,16,16,4,0.165
1433662_s_at,16,16,4,0.165
1434044_at,16,16,4,0.165
1434625_at,16,16,4,0.165
1448847_at,16,16,4,0.165
1416896_at,20,20,5,0.165
1419604_at,20,20,5,0.165
1428266_at,20,20,5,0.165
1431033_x_at,20,20,5,0.165
1450388_s_at,20,20,5,0.165
1417232_at,8,16,20,0.165
1420873_at,4,8,20,0.165
1421176_at,12,16,20,0.165
1421477_at,4,8,20,0.165
1425434_a_at,4,8,20,0.165
1427365_at,12,16,20,0.165
1434109_at,16,20,20,0.165
1436451_a_at,12,16,20,0.165
1439256_x_at,0,4,20,0.165
1448095_at,12,16,20,0.165
1448205_at,0,4,20,0.165
1450131_a_at,4,8,20,0.165
1454657_s_at,4,8,20,0.165
1420411_a_at,0,0,0,0.166
1449432_a_at,0,0,0,0.166
1418973_at,4,4,1,0.166
1425113_x_at,4,4,1,0.166
1436343_at,4,4,1,0.166
1418226_at,8,8,2,0.166
1420280_x_at,8,8,2,0.166
1420338_at,8,8,2,0.166
1422263_at,8,8,2,0.166
1424249_a_at,8,8,2,0.166
1424597_at,8,8,2,0.166
1435680_a_at,8,8,2,0.166
1452976_a_at,8,8,2,0.166
1454067_a_at,8,8,2,0.166
1417603_at,12,12,3,0.166
1417653_at,16,16,4,0.166
1424312_at,16,16,4,0.166
1424830_at,0,4,20,0.166
1435572_at,12,16,20,0.166
1436382_at,16,20,20,0.166
1450060_at,12,16,20,0.166
1451594_s_at,4,12,20,0.166
1453804_a_at,16,20,20,0.166
1419911_at,0,0,0,0.167
1425898_x_at,0,0,0,0.167
1426002_a_at,0,0,0,0.167
1451374_x_at,0,0,0,0.167
1421555_at,4,4,1,0.167
1426184_a_at,4,4,1,0.167
1434801_x_at,4,4,1,0.167
1449420_at,4,4,1,0.167
1450286_at,4,4,1,0.167
1417349_at,8,8,2,0.167
1423143_at,8,8,2,0.167
1426414_a_at,8,8,2,0.167
1436366_at,8,8,2,0.167
1448034_at,8,8,2,0.167
1424481_s_at,12,12,3,0.167
1418589_a_at,16,16,4,0.167
1424219_at,16,16,4,0.167
1449033_at,16,16,4,0.167
1417275_at,20,20,5,0.167
1418963_at,20,20,5,0.167
1421986_at,20,20,5,0.167
1451081_a_at,20,20,5,0.167
1418749_at,16,20,20,0.167
1422423_at,12,16,20,0.167
1422471_at,8,12,20,0.167
1423928_at,0,20,20,0.167
1424326_at,12,16,20,0.167
1424938_at,12,16,20,0.167
1425378_at,0,4,20,0.167
1427421_at,8,12,20,0.167
1427568_a_at,16,20,20,0.167
1427710_at,8,12,20,0.167
1434037_s_at,4,8,20,0.167
1435306_a_at,4,8,20,0.167
1436462_at,8,12,20,0.167
1436889_at,12,16,20,0.167
1438441_at,8,12,20,0.167
1440831_at,0,4,20,0.167
1448362_at,4,8,20,0.167
1449150_at,16,20,20,0.167
1451577_at,12,16,20,0.167
1452774_at,0,20,20,0.167
1456630_x_at,12,16,20,0.167
1424755_at,0,0,0,0.168
1417157_at,4,4,1,0.168
1436512_at,4,4,1,0.168
1448380_at,4,4,1,0.168
1418506_a_at,8,8,2,0.168
1421499_a_at,8,8,2,0.168
1437690_x_at,8,8,2,0.168
1417417_a_at,12,12,3,0.168
1419082_at,16,16,4,0.168
1423435_at,16,16,4,0.168
1435639_at,16,16,4,0.168
1448758_at,16,16,4,0.168
1450235_at,16,16,4,0.168
1423043_s_at,20,20,5,0.168
1418185_at,4,8,20,0.168
1422876_at,0,20,20,0.168
1423159_at,4,8,20,0.168
1427651_x_at,16,20,20,0.168
1427685_a_at,4,8,20,0.168
1427845_at,4,8,20,0.168
1428249_at,16,20,20,0.168
1430777_a_at,8,12,20,0.168
1430891_at,16,20,20,0.168
1434679_at,0,20,20,0.168
1439075_at,4,8,20,0.168
1448275_at,0,20,20,0.168
1450937_at,12,16,20,0.168
1428689_at,0,0,0,0.169
1438968_x_at,0,0,0,0.169
1451842_a_at,0,0,0,0.169
1424526_a_at,4,4,1,0.169
1425585_at,4,4,1,0.169
1419113_at,8,8,2,0.169
1422946_a_at,8,8,2,0.169
1423698_at,8,8,2,0.169
1423838_s_at,8,8,2,0.169
1425976_x_at,8,8,2,0.169
1426041_a_at,8,8,2,0.169
1430500_s_at,8,8,2,0.169
1454070_a_at,8,8,2,0.169
1459908_at,8,8,2,0.169
1415733_a_at,12,12,3,0.169
1418039_at,12,12,3,0.169
1422704_at,12,12,3,0.169
1435395_s_at,12,12,3,0.169
1415772_at,16,16,4,0.169
1418509_at,20,20,5,0.169
1429999_at,20,20,5,0.169
1416625_at,16,20,20,0.169
1418460_at,8,16,20,0.169
1420660_at,12,16,20,0.169
1421217_a_at,4,8,20,0.169
1421725_at,12,16,20,0.169
1422460_at,12,16,20,0.169
1425554_a_at,0,4,20,0.169
1428563_at,4,8,20,0.169
1450908_at,0,4,20,0.169
1456473_x_at,12,16,20,0.169
1417272_at,0,0,0,0.17
1418660_at,0,0,0,0.17
1427279_at,0,0,0,0.17
1423579_a_at,4,4,1,0.17
1431214_at,4,4,1,0.17
1417023_a_at,8,8,2,0.17
1450446_a_at,8,8,2,0.17
1419809_s_at,12,12,3,0.17
1427648_at,12,12,3,0.17
1428289_at,12,12,3,0.17
1415731_at,16,16,4,0.17
1420334_at,16,16,4,0.17
1425453_x_at,16,16,4,0.17
1425870_a_at,16,16,4,0.17
1436494_x_at,16,16,4,0.17
1436645_a_at,16,16,4,0.17
1451277_at,16,16,4,0.17
1452586_at,16,16,4,0.17
1453744_a_at,16,16,4,0.17
1425222_x_at,20,20,5,0.17
1437525_a_at,20,20,5,0.17
1448136_at,20,20,5,0.17
1460355_at,20,20,5,0.17
1415685_at,12,16,20,0.17
1417009_at,16,20,20,0.17
1417556_at,16,20,20,0.17
1418320_at,16,20,20,0.17
1421234_at,0,4,20,0.17
